Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
Azra Games,https://www.crunchbase.com/organization/azra-games,"Nov 10, 2025","$86,574,376",Not Started,"Blockchain, Cryptocurrency, Gaming, Video Games","Sacramento, California, United States",Azra Games is a blockchain-based developer of collectible and combat games.,"9,654",https://azragames.com/,$1M to $10M,"Andreessen Horowitz, Franklin Templeton, Coinbase Ventures, a16z crypto, Pantera Capital","Andreessen Horowitz, Pantera Capital",https://x.com/AzraGames,https://www.linkedin.com/company/azra-games,11-50,"$18,874,376",2022
AN2 Therapeutics,https://www.crunchbase.com/organization/an2-therapeutics,"Nov 10, 2025","$162,000,000",Not Started,"Biotechnology, Health Care, Pharmaceutical","Menlo Park, California, United States",AN2 Therapeutics focuses on modern biomedical and drug development expertise to provide transformational medicines.,"13,565",https://www.an2therapeutics.com/,Less than $1M,"RA Capital Management, Bill & Melinda Gates Foundation, Janus Henderson Investors, TCG Crossover, Adage Capital Management","Bill & Melinda Gates Foundation, Mountain Group Capital, RA Capital Management",,https://www.linkedin.com/company/an2-therapeutics-inc,11-50,—,"Jan 1, 2017"
Evidium,https://www.crunchbase.com/organization/evidium,"Nov 10, 2025","$22,000,000",Not Started,"Artificial Intelligence (AI), Software","San Francisco, California, United States","Evidium is a healthcare AI that is referenced and that develops reliable, manageable, and significant AI.","14,622",https://www.evidium.com/,$1M to $10M,"Mindset Ventures, Health2047, Interwoven Ventures, WGG Partners","Health2047, WGG Partners",https://x.com/evidiumai,https://www.linkedin.com/company/evidium,11-50,"$22,000,000",2020
Highview Power,https://www.crunchbase.com/organization/highview,"Nov 10, 2025","$616,782,746",Not Started,"Clean Energy, Energy, Energy Storage, Renewable Energy","London, England, United Kingdom",Highview Power is a renewable energy company that develops liquid-air energy storage solutions for grid applications.,"16,110",http://www.highview-power.com/,$10M to $50M,"Goldman Sachs, Rio Tinto, SyndicateRoom, National Wealth Fund, Centrica","ACRE, Centrica, National Wealth Fund, Sumitomo Heavy Industries, UK Department for Business, Energy, and Industrial Strategy",https://x.com/HighviewPower,https://www.linkedin.com/company/highviewpower/,51-100,"£130,000,000",2005
CleanSpark,https://www.crunchbase.com/organization/stratean,"Nov 10, 2025","$2,395,470,000",Not Started,"Bitcoin, Blockchain","Henderson, Nevada, United States",CleanSpark (Nasdaq: CLSK) is America's Bitcoin Miner™.,"19,389",https://cleanspark.com/,$500M to $1B,"Coinbase, Trinity Capital, California Energy Commission","California Energy Commission, Coinbase, Trinity Capital",https://x.com/CleanSpark_Inc,https://www.linkedin.com/company/42359322/admin/,251-500,"$1,150,000,000",2014
VRGL,https://www.crunchbase.com/organization/vrgl,"Nov 10, 2025","$24,569,468",Not Started,"Advice, Analytics, Consulting, Information Services, SaaS, Wealth Management","Dallas, Texas, United States",VRGL offers wealth management tools that streamline investment proposals and client acquisition.,"19,635",https://www.vrglwealth.com/,$1M to $10M,"Dynasty Financial Partners, Fin Capital, FINTOP Capital, Compound, MissionOG","FINTOP Capital, MissionOG",https://x.com/vrglwealth,https://www.linkedin.com/company/vrgl,11-50,"$3,569,494",2021
Enterprise Products Partners,https://www.crunchbase.com/organization/enterprise-products-partners,"Nov 10, 2025","$8,150,000,000",Not Started,"Energy, Oil and Gas","Houston, Texas, United States","Enterprise Products Partners offers energy services for natural gas liquids, crude oil, and refined products.","20,543",https://www.enterpriseproducts.com/,$10B+,—,—,https://x.com/EProd_Careers,https://www.linkedin.com/company/enterprise-products/,5001-10000,"$1,650,000,000",1968
LyondellBasell,https://www.crunchbase.com/organization/lyondellbasell-industries,"Nov 10, 2025","$3,250,000,000",Not Started,"Chemical, Fuel, Manufacturing, Plastics and Rubber Manufacturing","London, England, United Kingdom",LyondellBasell is a petrochemical producer..,"22,214",http://lyondellbasell.com/,$10B+,—,—,https://x.com/lyondellbasell,https://www.linkedin.com/company/lyondell-basell,10001+,"$1,500,000,000",2005
Quino Energy,https://www.crunchbase.com/organization/quino-energy,"Nov 10, 2025","$24,330,000",Not Started,"Battery, Energy, Energy Storage","San Leandro, California, United States",Quino Energy manufactures batteries that uses specially designed reactants called quinones that are dissolved in water.,"24,646",https://quinoenergy.com/,$1M to $10M,"ANRI, US Department of Energy, Energy Revolution Ventures, California Energy Commission, TechEnergy Ventures","ANRI, ATRI Energy Transition, California Energy Commission, TerraFlow Energy, US Department of Energy",https://x.com/quinoenergy,https://www.linkedin.com/company/quinoenergy,1-10,"$10,000,000",2021
Gamma,https://www.crunchbase.com/organization/meet-gamma,"Nov 10, 2025","$90,000,000",Not Started,"Artificial Intelligence (AI), Information Technology, Productivity Tools, Software","San Francisco, California, United States","Gamma.app is an AI-powered platform that creates working presentations, documents, and visual content.","26,350",https://gamma.app/,$100M to $500M,"Andreessen Horowitz, Accel, LocalGlobe, IVP, South Park Commons","Accel, Afore Capital, Andreessen Horowitz",https://x.com/MeetGamma,https://www.linkedin.com/company/gamma-app,11-50,"$48,000,000",2020
Clenera,https://www.crunchbase.com/organization/clenera,"Nov 10, 2025","$1,590,000,000",Not Started,"Energy, Renewable Energy","Boise, Idaho, United States","Clenera is a privately-held renewable energy company acquires, develops, builds and manages utility-scale solar farms and energy storage.","26,753",https://www.clenera.com/,$10M to $50M,"Bank of America, BNP Paribas, Wells Fargo, MUFG Bank, Natixis Corporate & Investment Banking",Wells Fargo,https://x.com/CleneraSolar,https://www.linkedin.com/company/cl-nera,101-250,"$1,440,000,000",2013
Vay,https://www.crunchbase.com/organization/ree-technology,"Nov 10, 2025","$191,819,250",Not Started,"Automotive, Autonomous Vehicles, Information Technology, Software","Berlin, Berlin, Germany","Vay is a teledriving technology company that enables the remote operation of cars, revolutionizing urban transportation.","29,106",https://vay.io/,—,"European Investment Bank, Coatue, Creandum, Atomico, Visionaries Club","EIC Scaling Club, European Investment Bank, Grab",https://x.com/vay_io,https://www.linkedin.com/company/vaytechnology,101-250,"$60,000,000",2018
Spectral Compute,https://www.crunchbase.com/organization/spectral-compute,"Nov 10, 2025","$6,000,000",Not Started,"AI Infrastructure, Artificial Intelligence (AI), Cloud Computing, Consulting, GPU, Information Technology, Machine Learning, Software","London, England, United Kingdom","Spectral Compute breaks hardware lock-in for AI/ML and HPC workloads, enabling a single codebase for any accelerated computing platform.","30,035",https://spectralcompute.co.uk/,$1M to $10M,"Costanoa Ventures, Crucible Capital",Costanoa Ventures,https://x.com/spectralcompute,https://www.linkedin.com/company/spectral-compute/,11-50,"$6,000,000","Jul 4, 2017"
Arkyn,https://www.crunchbase.com/organization/arkyn,"Nov 10, 2025","€9,200,000",Not Started,"Apps, B2B, Enterprise Applications, Mobile Apps, SaaS, Software","Copenhagen, Hovedstaden, Denmark",Arkyn is a B2B SaaS company that provides a mobile app suite that integrates with SAP.,"30,872",https://www.arkyn.io/,$1M to $10M,"Trifork, Compounding Capital","Compounding Capital, Trifork",,https://www.linkedin.com/company/arkyn,11-50,"€4,000,000","Feb 1, 2020"
Digitail,https://www.crunchbase.com/organization/digitail,"Nov 10, 2025","$37,746,498",Not Started,"Health Care, Pet, Veterinary","Palo Alto, California, United States",Digitail is redesigning how pet care is delivered in today's world.,"32,205",https://digitail.com/,$1M to $10M,"Five Elms Capital, Atomico, The Nordic Web Ventures, Partech, byFounders","Atomico, byFounders, Fast Track Malmo, Five Elms Capital, Gradient, Partech, SpinLab - The HHL Accelerator",https://x.com/DigitailHQ,https://www.linkedin.com/company/digitail-vet/,51-100,"$23,000,000",Apr 2016
Century Aluminum,https://www.crunchbase.com/organization/century-aluminum,"Nov 10, 2025","$672,250,000",Not Started,"Mining, Mining Technology, Precious Metals","Chicago, Illinois, United States","Century Aluminum is a primary aluminium producer, supplying standard-grade, high-purity and value-added primary aluminum products.","32,375",http://www.centuryaluminum.com/,$1B to $10B,—,—,,http://www.linkedin.com/company/century-aluminum,1001-5000,"$272,250,000",1995
Extellis,https://www.crunchbase.com/organization/extellis-c202,"Nov 10, 2025","$6,800,000",Not Started,"Energy, Intelligent Systems, Satellite Communication","Durham, North Carolina, United States","Extellis provides reliable, high-volume, all-weather satellite imagery for industrial-scale Earth observation.","38,903",https://www.extellis.com/,$1M to $10M,"First Star Ventures, Oval Park Capital, Front Porch Venture Partners, Bluelake, Duke Capital Partners",Oval Park Capital,,https://www.linkedin.com/company/extellis/,1-10,"$6,800,000",2024
Cogent Biosciences,https://www.crunchbase.com/organization/unum-therapeutics,"Nov 10, 2025","$1,597,700,000",Not Started,"Biotechnology, Health Care, Medical, Therapeutics","Waltham, Massachusetts, United States",Cogent Biosciences is a biotechnology company that develops therapies for solid cancer tumors.,"39,656",https://www.cogentbio.com/,$1B to $10B,"Wellington Management, Perceptive Advisors, TCG Crossover, RTW Investments, Novo Holdings","Atlas Venture, Commodore Capital, Fairmount Funds Management, F-Prime, New Leaf Venture Partners, Square 1 Bank",https://x.com/CogentBio,https://www.linkedin.com/company/cogentbiosciences,101-250,"$200,000,000",2014
Rollins,https://www.crunchbase.com/organization/rollins,"Nov 10, 2025","$2,055,343,500",Not Started,"Commercial, Consumer, Home Services, Service Industry","Atlanta, Georgia, United States","Rollins, Inc. is a premier North American consumer and commercial services company. Through its wholly owned subsidiaries.","45,921",http://www.rollins.com/,$1B to $10B,—,—,,http://www.linkedin.com/company/rollins-inc.,10001+,"$200,000,000",1948
Phoenix Aviation Capital,https://www.crunchbase.com/organization/phoenix-aviation-capital,"Nov 10, 2025","$2,407,000,000",Not Started,"Aerospace, Air Transportation, Leasing","Stamford, Connecticut, United States","Phoenix Aviation Capital is a full-service aircraft lessor that focuses on financing modern, in-demand aircraft.","46,365",https://phoenixaviationcap.com/,$1M to $10M,"HSBC, Citi, BNP Paribas, Societe Generale, Crédit Agricole",—,,,1-10,"$592,000,000",2024
Saia Agrobotics,https://www.crunchbase.com/organization/saia-agrobotics,"Nov 10, 2025","€13,035,000",Not Started,AgTech,"Wageningen, Gelderland, The Netherlands",Robotisation of Greenhouse Food Production,"48,332",https://www.saia-agrobotics.com/,$1M to $10M,"European Innovation Council, European Innovation Council Fund, SHIFT Invest, CHECK24 Impact GmbH, Navus Ventures","CHECK24 Impact GmbH, European Innovation Council, Navus Ventures",,https://www.linkedin.com/company/saia-agrobotics/,1-10,"€10,000,000",2017
Red Robin Gourmet Burgers,https://www.crunchbase.com/organization/red-robin-gourmet-burgers,"Nov 10, 2025","$48,300,000",Not Started,"Food and Beverage, Restaurants, Snack Food","Greenwood Village, Colorado, United States",Red Robin Gourmet Burgers is a casual dining restaurant chain focused on serving a selection of gourmet burgers.,"55,175",http://www.redrobin.com/,$1B to $10B,"Jumana Capital, JCP Investment Management",—,https://x.com/RedRobinBurgers,http://www.linkedin.com/company/red-robin,10001+,"$40,000,000",1969
TearSolutions,https://www.crunchbase.com/organization/tearsolutions,"Nov 10, 2025","$24,638,959",Not Started,"Eyewear, Medical, Pharmaceutical","Charlottesville, Virginia, United States",TearSolutions is a pharmaceutical company that specializes in providing medical solutions for dry eyes.,"60,930",http://www.tearsolutions.com/,$1M to $10M,"LaunchCapital, Center for Innovative Technology, UVA Licensing & Ventures Group, Medarva Innovations, Santen Pharmaceutical","Pharmstandard, Santen Pharmaceutical, Virginia Tech Carilion (VTC) Innovation Fund",,http://www.linkedin.com/company/tearsolutions-llc,1-10,"$517,000",2013
Ginkgo Residential,https://www.crunchbase.com/organization/ginkgo-residential,"Nov 10, 2025","$25,000,000",Not Started,"Asset Management, Home Renovation, Real Estate","Charlotte, North Carolina, United States","Ginkgo Residential is a real estate firm that offers property management, asset management, renovation and acquisitions services.","63,576",https://www.ginkgores.com/,$10M to $50M,—,—,https://x.com/ginkgores?lang=en,https://www.linkedin.com/company/ginkgo-residential/,101-250,"$25,000,000",1985
Carpenter Technology,https://www.crunchbase.com/organization/carpenter-technology,"Nov 10, 2025","$700,400,000",Not Started,"Advanced Materials, Foundries, Manufacturing, Quality Assurance","Philadelphia, Pennsylvania, United States",Carpenter Technology is a producer and distributor of metallurgy alloys and titanium alloys.,"65,570",https://www.carpentertechnology.com/,$1B to $10B,US Department of Energy,US Department of Energy,https://x.com/CarpenterTech,https://www.linkedin.com/company/carpenter-technology/,1001-5000,"$700,000,000",1889
Landesbank Berlin,https://www.crunchbase.com/organization/landesbank-berlin,"Nov 10, 2025","€300,000,000",Not Started,"Angel Investment, Application Performance Management, Financial Services, Real Estate Investment","Berlin, Berlin, Germany",Landesbank Berlin Holding AG is an investment management company.,"66,315",https://www.lbb.de/landesbank/de/index.html,$10M to $50M,—,—,,https://www.linkedin.com/company/landesbank-berlin-investment-gmbh/about/,101-250,"€300,000,000","Dec 19, 2005"
Plains All American Pipeline,https://www.crunchbase.com/organization/plains-all-american-pipeline,"Nov 10, 2025","$5,150,000,000",Not Started,"Energy, Energy Efficiency, Oil and Gas","Houston, Texas, United States","Plains All American Pipeline is engaged in the transportation, storage, terminalling and marketing of crude oil.","85,193",https://www.plainsallamerican.com/,$10B+,"Stonepeak, Energy & Minerals Group, EnCap Investments, Kayne Anderson Capital Advisors, First Reserve Corporation",Trilantic North America,https://x.com/PlainsUpdate,http://www.linkedin.com/company/plains-all-american,1001-5000,"$750,000,000",1989
emeis,https://www.crunchbase.com/organization/orpea,"Nov 10, 2025","€5,080,000,000",Not Started,"Health Care, Home Health Care, Hospital, Medical, Mental Health, Nursing and Residential Care","Puteaux, Ile-de-France, France","emeis is a healthcare center that offers medical care, mental health care, rehabilitation, and retirement home services.","86,919",https://www.emeis.com/fr/,$1B to $10B,"BNP Paribas, Societe Generale, Crédit Agricole, La Banque Postale, Crédit Mutuel Arkéa",—,https://x.com/ORPEA,https://www.linkedin.com/company/orpea,10001+,"€3,150,000,000",1989
EnQuest,https://www.crunchbase.com/organization/enquest,"Nov 10, 2025","$1,450,000,000",Not Started,"Energy, Oil and Gas, Renewable Energy","London, England, United Kingdom",EnQuest is an independent oil and gas development and production company.,"116,317",http://www.enquest.com/,$1B to $10B,—,—,https://x.com/enquestplc,http://www.linkedin.com/company/enquest,501-1000,"$800,000,000",2010
Rapidise,https://www.crunchbase.com/organization/rapidise-inc,"Nov 9, 2025","$23,085,000",Not Started,"Artificial Intelligence (AI), Cloud Management, Internet of Things, Product Design, SaaS","San Francisco, California, United States","Rapidise provides IoT & AI Product, Design, Development, Rapid Prototyping, Electronics Manufacturing, and Full Product Assembly Services.","9,903",https://rapidise.co/,—,"HDFC Bank, Teksun Inc, Napino, Brijesh Kamani",Brijesh Kamani,https://x.com/RapidiseI67261,https://www.linkedin.com/company/rapidise-inc,501-1000,"$14,000,000","Jan 1, 2022"
Epalex,https://www.crunchbase.com/organization/epalex,"Nov 9, 2025","$30,756,891",Not Started,"Biotechnology, Health Care, Life Science, Pharmaceutical","Palo Alto, California, United States",Epalex is developing a novel inhaled treatment for epilepsy and migraine.,"75,169",http://www.epalex.com/,$1M to $10M,—,—,,https://www.linkedin.com/company/epalex-corporation/?originalSubdomain=in,1-10,"$1,200,000",2009
Workato,https://www.crunchbase.com/organization/workato,"Nov 7, 2025","$415,000,000",Not Started,"Cloud Computing, Data Integration, Marketing Automation, SaaS, Sales Automation","Mountain View, California, United States","Workato is an automation and orchestration platform designed to connect applications, data sources, and workflows across an organization.",577,http://www.workato.com/,$10M to $50M,"Norwest, Insight Partners, Tiger Global Management, Battery Ventures, Salesforce Ventures","Altimeter Capital, Battery Ventures, Digital Industry Singapore, Insight Partners, Redpoint, Storm Ventures",https://x.com/workato,https://www.linkedin.com/company/workato,501-1000,—,2013
Navitas Semiconductor,https://www.crunchbase.com/organization/navitas-2,"Nov 7, 2025","$412,088,914",Not Started,"Electronics, Manufacturing, Semiconductor","Torrance, California, United States",Navitas Semiconductor develops a range of GaN power ICs for the power supply markets.,"1,217",http://navitassemi.com/,$50M to $100M,"Atlantic Bridge, Capricorn Investment Group, MESH, Atalaya Capital, Olive Technology Ventures","Atlantic Bridge, MESH",https://x.com/navitassemi,https://www.linkedin.com/company/navitas-semiconductor,251-500,"$100,000,000",2014
Qilimanjaro Quantum Tech,https://www.crunchbase.com/organization/qilimanjaro-quantum-tech,"Nov 7, 2025","€16,533,113",Not Started,"Data Center, Hardware, Quantum Computing, Software","Barcelona, Catalonia, Spain",Qilimanjaro builds analog quantum computers and hybrid data centers to fast-track quantum advantage and unlock global access.,"2,868",http://www.qilimanjaro.tech/,Less than $1M,"European Innovation Council, Grow Venture Partners, Axon Partners Group, European Commission, Repsol Energy Ventures","4YFN, Avançsa, European Commission, European Innovation Council, Grow Venture Partners, Repsol Corporate Venture, SETT",https://x.com/qilimanjaro,https://www.linkedin.com/company/qilimanjaro/,51-100,"€1,000,000",2019
AtomBeam,https://www.crunchbase.com/organization/drivewarp-llc,"Nov 7, 2025","$34,251,439",Not Started,"Artificial Intelligence (AI), Computer, Machine Learning, Software","Moraga, California, United States","AtomBeam is a software technology company that develops using machine learning, AI, and mathematics to reduce data volume and latency.","5,324",https://atombeamtech.com/,Less than $1M,"MassChallenge, Sunmeet Jolly, Ryan Rixon",MassChallenge,https://x.com/atombeamtech,https://www.linkedin.com/company/atombeam,1-10,"$4,584,317","Sep 1, 2017"
Renault Group,https://www.crunchbase.com/organization/renault-s-a,"Nov 7, 2025","$1,624,327,617",Not Started,"Automotive, Manufacturing, Venture Capital","Boulogne-billancourt, Ile-de-France, France","Renault Group designs, manufactures, sells, repairs, maintains, and leases motor vehicles.","6,478",https://www.renaultgroup.com/,$10B+,—,—,https://x.com/Groupe_Renault,https://www.linkedin.com/company/renaultgroup,10001+,"¥95,200,000,000",1898
Upwardli,https://www.crunchbase.com/organization/upwardli,"Nov 7, 2025","$11,982,116",Not Started,"Credit, Finance, Financial Services, FinTech","Seattle, Washington, United States",Upwardli helps users build credit and savings through personalized financial products and services.,"6,620",https://www.upwardli.com/,$1M to $10M,"Techstars, Dundee Venture Capital, J4.Ventures, Cascade Seed Fund, Service Provider Capital","Breakwater Ventures, Dundee Venture Capital",https://x.com/upwardli,https://www.linkedin.com/company/upwardli,11-50,"$9,032,162",2021
Fastbreak AI,https://www.crunchbase.com/organization/fastbreak-ai,"Nov 7, 2025","$45,200,000",Not Started,"Artificial Intelligence (AI), Business Process Automation (BPA), Software","Charlotte, North Carolina, United States",Fastbreak AI is an AI-driven sports operations software company that provides sports scheduling and competition management solutions.,"7,128",https://www.fastbreak.ai/,$10M to $50M,"Alumni Ventures, Greycroft, GTMfund, NBA, TMRW Sports","Greycroft, GTMfund, NBA Equity",https://x.com/Fastbreakai,https://www.linkedin.com/company/fastbreak-ai,51-100,"$40,000,000","Jul 7, 2022"
Quantum Leap Energy,https://www.crunchbase.com/organization/quantum-leap-energy,"Nov 7, 2025","$64,300,000",Not Started,"GreenTech, Semiconductor, Sustainability","Washington, District of Columbia, United States","Quantum Leap Energy is a subsidiary organisation of ASP Isotopes and specializesmedical, semiconductor and green energy sectors.","8,924",https://aspisotopes.com/quantum-leap-energy/,—,"ASP Isotopes, American Ventures, Donald Trump Jr., Eric Trump","American Ventures, ASP Isotopes",,,—,"$64,300,000","Sep 28, 2023"
Onchilles Pharma,https://www.crunchbase.com/organization/onchilles-pharma,"Nov 7, 2025","$32,150,000",Not Started,"Biopharma, Biotechnology, Pharmaceutical","San Diego, California, United States",Onchilles Pharma is a biotechnology company developing first-in-class biologics therapies for the treatment of cancer.,"12,279",http://onchillespharma.com/,$1M to $10M,"Kennedy Lewis Investment Management, Lincoln Park Capital Fund, InVivium Capital, UCM Ventures, LYZZ Capital","LYZZ Capital, Polsky Center at the University of Chicago",,https://www.linkedin.com/company/onchillespharma,11-50,"$25,000,000",2017
Protein Dynamic Solutions,https://www.crunchbase.com/organization/protein-dynamic-solutions,"Nov 7, 2025","$6,648,367",Not Started,"Biopharma, Biotechnology, Developer Tools, Life Science, Predictive Analytics, Therapeutics","Wakefield, Massachusetts, United States","Biotherapeutics Analytical Instrumentation for AI, R&D and Manufacturing [ HT multi-attribute multi-variate (MAM) and label free analysis].","16,242",https://pdsbio.com/,$1M to $10M,National Science Foundation,National Science Foundation,https://x.com/proteinds,https://www.linkedin.com/company/protein-dynamic-solutions-llc/,1-10,"$1,772,369",2012
Ecolectro,https://www.crunchbase.com/organization/ecolectro,"Nov 7, 2025","$32,145,253",Not Started,"Chemical, Manufacturing","Ithaca, New York, United States","Bringing scalable, low-cost, clean green hydrogen energy to the very near future.","19,319",http://www.ecolectro.com/,$50M to $100M,"Techstars, Toyota Ventures, National Science Foundation, Launch NY, DNX Ventures","CenterState CEO, Cleantech Open, Launch NY, National Science Foundation, NYSERDA, Starshot Capital, Techstars, The Tech Garden, Toyota Ventures, US Department of Energy",,https://www.linkedin.com/company/ecolectro-inc,11-50,"$2,310,000",2015
Commonware,https://www.crunchbase.com/organization/commonware,"Nov 7, 2025","$34,000,000",Not Started,"Blockchain, Cryptocurrency, Financial Services, FinTech","Palo Alto, California, United States",Commonware is a crypto infrastructure startup that develops blockchain primitives to assist developers in optimizing their networks.,"20,444",https://commonware.xyz/,—,"Dragonfly, Haun Ventures, Tempo, Dan Romero, Mert Mumtaz","Dragonfly, Haun Ventures, Tempo",https://x.com/commonwarexyz,,1-10,"$25,000,000",2024
SSAB,https://www.crunchbase.com/organization/ssab,"Nov 7, 2025","$4,036,789,184",Not Started,"Manufacturing, Mining, Product Management","Stockholm, Stockholms Lan, Sweden","SSAB is a global, highly specialized steel company that focuses on close and long-term customer collaboration.","25,817",https://www.ssab.com/en,$10B+,"Nordic Investment Bank, US Department of Energy, SACE, Europe’s Just Transition Fund, Riksgälden","Europe’s Just Transition Fund, Riksgälden, US Department of Energy",https://x.com/ssab_ab,https://www.linkedin.com/company/ssab,10001+,"SEK2,800,000,000",1978
Kano Therapeutics,https://www.crunchbase.com/organization/kano-therapeutics,"Nov 7, 2025","$7,100,000",Not Started,"Biotechnology, Health Care, Medical","Cambridge, Massachusetts, United States",Kano Therapeutics develops single-stranded DNA for targeted gene correction.,"32,094",https://kanotherapeutics.com/,—,"Vsquared Ventures, ZAKA VC, Taihill Venture, Engine Ventures, Metaplanet","Engine Ventures, Vsquared Ventures",https://x.com/kano_tx,https://www.linkedin.com/company/kano-therapeutics,1-10,—,2021
Quirch Foods,https://www.crunchbase.com/organization/quirch-foods,"Nov 7, 2025","$1,100,000,000",Not Started,"Food and Beverage, Tourism, Travel","Coral Gables, Florida, United States",Quirch Foods is a food & beverages company offering food distribution services.,"36,196",http://www.quirchfoods.com/,$500M to $1B,"Ares Management, Silver Point Capital, L.P., Palladium Equity Partners, Regions Bank","Ares Management, Palladium Equity Partners, Regions Bank",https://x.com/quirchfoods,https://www.linkedin.com/company/quirchfoods/,501-1000,"$1,100,000,000",1967
SPORTA,https://www.crunchbase.com/organization/sporta-dd77,"Nov 7, 2025","£5,000,000",Not Started,—,"London, England, United Kingdom",SPORTA is a company building a bank dedicated to powering the future of sport.,"36,562",https://sporta.team/,—,Lazaroo-Hood Group,Lazaroo-Hood Group,,https://www.linkedin.com/company/sportateam,1-10,"£5,000,000",2024
Applied Optoelectronics,https://www.crunchbase.com/organization/applied-optoelectronics-inc,"Nov 7, 2025","$532,922,903",Not Started,"Laser, Manufacturing, Semiconductor, Telecommunications","Sugar Land, Texas, United States","Applied Optoelectronics designs and manufactures fiber optic networking products for cable television, fiber-to-the-home, and data centers.","40,066",http://www.ao-inc.com/,$100M to $500M,"China Construction Bank, Giza Venture Capital, Technology Associates Management","China Construction Bank, Giza Venture Capital, Technology Associates Management",https://x.com/AppliedOptoAAOI,http://www.linkedin.com/company/744608,1001-5000,"$180,000,000",Feb 1997
Mimbly,https://www.crunchbase.com/organization/mimbly,"Nov 7, 2025","$10,138,401",Not Started,Recycling,"Gothenburg, Vastra Gotaland, Sweden",Mimbly saves water(s) by creating innovative solutions for water saving and microplastic capturing.,"42,283",https://www.mimbly.se/,Less than $1M,"Almi Invest, European Innovation Council, Electrolux Professional, Chalmers Ventures AB, GU Ventures",IKEA Bootcamp,,https://www.linkedin.com/company/mimbly,11-50,"SEK33,000,000",2017
Onate,https://www.crunchbase.com/organization/onate,"Nov 7, 2025","€125,000,000",Not Started,"Finance, Financial Services, Lending","Dublin, Dublin, Ireland","Onate provides financial services such as property bridging loans, debt settlement, residential auction purchases, and social housing.","44,162",https://www.onate.com/,—,"Citi, NatWest Bank","Citi, NatWest Bank",,https://www.linkedin.com/company/onate/,11-50,"€75,000,000",2020
Kapitale,https://www.crunchbase.com/organization/kapitale-993d,"Nov 7, 2025","$25,000,000",Not Started,"Consulting, Funding Platform, Lending","Miami, Florida, United States",Kapitale is a financial services company that provides fast lending and business funding options for immigrant entrepreneurs.,"47,163",https://www.kapitale.us/,—,Pier Asset Management,Pier Asset Management,,https://www.linkedin.com/company/kapitaleusa/,1-10,"$25,000,000",—
Arrived Homes,https://www.crunchbase.com/organization/arrived-homes,"Nov 7, 2025","$192,035,000",Not Started,"Financial Services, Real Estate, Real Estate Investment, Rental Property","Seattle, Washington, United States",Arrived Homes provides rental home investment services to help people become financially independent.,"52,184",https://arrived.com/,$1M to $10M,"Forerunner, Techstars, Neo, Core Innovation Capital, Bezos Expeditions","Core Innovation Capital, Forerunner, Neo",https://x.com/arrivedhomes,https://www.linkedin.com/company/arrivedhomes,51-100,"$27,000,000",2020
Gunvor Group,https://www.crunchbase.com/organization/gunvor-group,"Nov 7, 2025","$8,339,733,917",Not Started,"Energy, Oil and Gas","Geneva, Geneve, Switzerland",Gunvor Group is a Global energy trader company.,"64,513",https://gunvorgroup.com/en/,$10B+,"Abu Dhabi Commercial Bank, Bank ABC, ING Group, Credit Agricole CIB, SACE","ING Group, SACE",https://x.com/gunvor,https://www.linkedin.com/company/gunvor-group-ltd/,1001-5000,"$2,395,000,000",2000
Corbion,https://www.crunchbase.com/organization/corbion,"Nov 7, 2025","$100,000,000",Not Started,Food Processing,"Amsterdam, Noord-Holland, The Netherlands","Corbion is a producer of lactic acid, lactic acid derivatives, and lactides, using fermentation‑based biochemical processes","67,169",http://www.corbion.com/,$1B to $10B,—,—,https://x.com/corbion,https://www.linkedin.com/company/10892,1001-5000,"$100,000,000",1919
OP Bancorp,https://www.crunchbase.com/organization/op-bancorp,"Nov 7, 2025","$25,000,000",Not Started,"Banking, Commercial Lending, Financial Services, Mortgage, Payments, Personal Finance, Retail","Los Angeles, California, United States","OP Bancorp is a bank holding company for Open Bank offering retail, business, SBA, real estate lending, and digital banking services.","68,324",https://www.myopenbank.com/,—,—,—,,https://www.linkedin.com/company/open-bank,101-250,"$25,000,000",Jun 2005
Detact Diagnostics,https://www.crunchbase.com/organization/detact-diagnostics-b-v,"Nov 7, 2025","$8,150,088",Not Started,"Biotechnology, Health Care, Health Diagnostics, Therapeutics","Delfzijl, Groningen, The Netherlands","Detact holds the patent for a new, innovative, real-time, bacterial detection system that enables hospital staff.","104,791",http://www.detactdiagnostics.com/,$1M to $10M,"Bill & Melinda Gates Foundation, NV NOM, Pacific 6 Enterprises, JM Molina Investments","Bill & Melinda Gates Foundation, JM Molina Investments, NV NOM, Pacific 6 Enterprises",,https://www.linkedin.com/company/detact-diagnostics,1-10,"$5,900,000",2014
TILT,https://www.crunchbase.com/organization/tilt-holdings,"Nov 7, 2025","$132,666,020",Not Started,"Cannabis, Electronics, Information Technology, Software","Boston, Massachusetts, United States",TILT is a vertically-integrated technology and infrastructure platform.,"140,389",https://www.tiltholdings.com/,$100M to $500M,—,—,https://x.com/TILT_holdings,https://www.linkedin.com/company/tilt-holdings/,101-250,"$2,000,000","Feb 8, 2012"
