Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
Wisconsin Brewing Co,https://www.crunchbase.com/organization/wisconsin-brewing-co,"Sep 24, 2025","$16,794,728",Not Started,"Brewing, Craft Beer, Food and Beverage, Manufacturing","Verona, Wisconsin, United States","Wisconsin Brewing is a brewing company that manufactures, produces, and distributes beer.","75,529",http://www.wisconsinbrewingcompany.com/,$1M to $10M,—,—,https://x.com/WisBrewingCo,https://www.linkedin.com/company/wisconsin-brewing-company-llc/,11-50,"$1,947,116",2010
Dniprovska Agri Group,https://www.crunchbase.com/organization/dniprovska-agri-group,"Sep 24, 2025","$17,256,000",Not Started,"Food and Beverage, Food Delivery, Food Processing","Nikopol, Dnipropetrovs'ka Oblast', Ukraine","Dniprovska Agri Group provides poultry farming, crop farming, industrial crop processing, and other agricultural activities.","77,830",https://dneprovska.com.ua/,$1M to $10M,"European Bank for Reconstruction and Development, Credit Agricole Ukraine",Credit Agricole Ukraine,,,1-10,"$12,256,000",2005
Cloetta,https://www.crunchbase.com/organization/cloetta,"Sep 24, 2025","€240,000,000",Not Started,"Confectionery, Food and Beverage, Manufacturing","Sundbyberg, Stockholms Lan, Sweden",Cloetta is a confectionary company that offers sugar confectionery and chocolate products.,"81,215",http://cloetta.com/,$500M to $1B,"CVC Capital Partners, Nordic Capital, SEK, Danske Bank, SEB (Skandinaviska Enskilda Banken)",—,https://x.com/jacobbroberg,https://www.linkedin.com/company/cloetta,1001-5000,"€240,000,000",1862
ACM Research,https://www.crunchbase.com/organization/acm-research,"Sep 24, 2025","$638,058,594",Not Started,"Industrial Engineering, Infrastructure, Manufacturing, Packaging Services, Product Design, Semiconductor","Fremont, California, United States",ACM Research is a manufacture and sell single-wafer wet cleaning equipment.,"83,503",https://www.acmr.com/,$500M to $1B,Sycamore Ventures,Sycamore Ventures,,https://www.linkedin.com/company/%E7%9B%9B%E7%BE%8E%E5%8D%8A%E5%AF%BC%E4%BD%93%E8%AE%BE%E5%A4%87-%E4%B8%8A%E6%B5%B7-%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,1001-5000,"CN¥4,481,999,961",Jan 1998
Cohu,https://www.crunchbase.com/organization/cohu,"Sep 24, 2025","$287,000,000",Not Started,"Electrical Distribution, Electronics, Manufacturing, Public Safety, Test and Measurement","Poway, California, United States","Cohu is a supplier of test handling, burn-in, thermal subsystems and MEMS test solutions used by the global semiconductor industry as well","84,886",http://www.cohu.com/,$100M to $500M,—,—,https://x.com/cohu_inc,http://www.linkedin.com/company/cohu,1001-5000,"$287,000,000",1945
Zanutta Spa,https://www.crunchbase.com/organization/zanutta-spa,"Sep 24, 2025","€15,000,000",Not Started,"Building Material, Construction, Hardware, Home Decor, Real Estate","Sacile, Friuli-Venezia Giulia, Italy",Zanutta Spa is a constructions material wholesale industry that supplies building materials and sanitary wares.,"90,114",https://www.zanuttaspa.it/,$100M to $500M,Intesa Sanpaolo,Intesa Sanpaolo,https://x.com/zanuttacasa,https://www.linkedin.com/company/zanutta,51-100,"€15,000,000",1952
Smile ID,https://www.crunchbase.com/organization/smile-identity,"Sep 24, 2025","$31,100,000",Not Started,"Biometrics, Financial Services, Fraud Detection, Identity Management, SaaS","Oakland, California, United States",Smile ID is a software company that develops identity verification solutions to help firms monitor customer records easily.,"98,424",http://www.usesmileid.com/,$10M to $50M,"500 Global, LocalGlobe, valU, Everywhere Ventures, Commerce Ventures","Catalyst Fund, Costanoa Ventures, CRE Venture Capital, Mastercard, Norrsken22, valU",https://x.com/usesmileid,https://www.linkedin.com/company/usesmileid/,51-100,—,2017
Bureau Veritas Group,https://www.crunchbase.com/organization/bureau-veritas-group,"Sep 24, 2025","€1,200,000,000",Not Started,"Industrial, Industrial Engineering, Test and Measurement","Earls Colne, Essex, United Kingdom","Bureau Veritas Group provides inspection, sampling, and testing services.","118,853",https://group.bureauveritas.com/,$1B to $10B,—,—,https://x.com/bureauveritas,https://www.linkedin.com/company/bureau-veritas-group/,10001+,"€700,000,000",1828
Encore Capital Group,https://www.crunchbase.com/organization/encore-capital-partners,"Sep 24, 2025","$1,105,786,970",Not Started,"Banking, Financial Services, Venture Capital","San Diego, California, United States",Encore Capital Group is an international specialty finance company that offers financial services to customers.,"131,721",http://www.encorecapital.com/,$1B to $10B,—,—,https://x.com/Encore_Capital,http://www.linkedin.com/company/16423,5001-10000,"$500,000,000",1999
Yellow Cake,https://www.crunchbase.com/organization/yellow-cake-plc,"Sep 24, 2025","$334,733,574",Not Started,"Agriculture, AgTech, Chemical","London, England, United Kingdom",Yellow Cake invests in uranium projects in the United Kingdom and internationally.,"162,009",http://www.yellowcakeplc.com/,—,—,—,,https://www.linkedin.com/company/yellowcakeplc,1-10,"$175,000,000",2005
zerohash,https://www.crunchbase.com/organization/zero-hash,"Sep 23, 2025","$282,119,833",Not Started,"Blockchain, Cryptocurrency, Developer Tools, Financial Services, FinTech, Infrastructure, Software","Chicago, Illinois, United States",zerohash makes it effortless to bring your business on-chain.,416,https://zerohash.com/,$1M to $10M,"500 Global, Bain Capital, CMT Digital, Apollo, Bain Capital Ventures","Bain Capital Ventures, Interactive Brokers Group, MoneyLion, Point72 Ventures, Struck Capital, Struck Crypto, tastylive",https://x.com/ZeroHashX,https://www.linkedin.com/company/zerohash,101-250,"$104,000,000",2017
KfW,https://www.crunchbase.com/organization/kfw,"Sep 23, 2025","€12,050,000,000",Not Started,"Banking, Finance, Financial Services","Frankfurt, Hessen, Germany",KfW is a state-owned investment and development bank that offers funding loans and programs for businesses and private individuals.,977,https://www.kfw.de/,$1B to $10B,"DekaBank, DZ BANK, Union Investment",—,https://x.com/KfWpress,https://www.linkedin.com/company/kfw,5001-10000,"€3,000,000,000","Dec 16, 1948"
Judi Health,https://www.crunchbase.com/organization/judi-health,"Sep 23, 2025","$736,000,000",Not Started,"Health Care, Medical, Pharmaceutical","New York, New York, United States",Judi Health is a healthtech platform that provides pharmacy benefit management solutions.,"1,159",https://www.judi.health/,$1B to $10B,"B Capital, General Catalyst, Wellington Management, Frist Cressey Ventures, Edison Partners","B Capital, Edison Partners, General Catalyst, Prime Therapeutics, Transformation Capital, Wellington Management",https://x.com/cap_rx,https://www.linkedin.com/company/cap-rx,501-1000,"$252,000,000","Dec 1, 2017"
Acumen,https://www.crunchbase.com/organization/acumen-fund,"Sep 23, 2025","$20,000,000",Not Started,"Agriculture, Clean Energy, Communities, Education, Financial Services, Non Profit, Solar, Training, Venture Capital","New York, New York, United States",Acumen is a non-profit venture fund that uses entrepreneurial approaches to solve the problems of global poverty.,"2,068",http://acumen.org/,$50M to $100M,"Takeda, British International Investment","British International Investment, Takeda",https://x.com/Acumen,https://www.linkedin.com/company/acumen-fund,101-250,"$20,000,000","Apr 1, 2001"
Axtria,https://www.crunchbase.com/organization/axtria,"Sep 23, 2025","$446,241,834",Not Started,"Analytics, Big Data, Cloud Data Services, Life Science, Software","Berkeley Heights, New Jersey, United States",Axtria is a big data analytics software and services company for the Life Sciences industry.,"2,471",http://axtria.com/,$100M to $500M,"Bain Capital Tech Opportunities, Kedaara Capital, Helion Venture Partners, Sparta Group, Richard Braddock","Bain Capital Tech Opportunities, Helion Venture Partners, Kedaara Capital",https://x.com/axtria,http://www.linkedin.com/company/axtria,1001-5000,"$240,000,000",2010
Sempra Infrastructure,https://www.crunchbase.com/organization/sempra-infrastructure,"Sep 23, 2025","$15,155,000,000",Not Started,"Energy, Infrastructure, Sustainability","San Diego, California, United States","Sempra develop, build, operate and invest in infrastructure critical to meet the world's energy and climate needs.","5,562",https://semprainfrastructure.com/,$1B to $10B,"Kohlberg Kravis Roberts & Co., CPP Investments, Abu Dhabi Investment Authority","Abu Dhabi Investment Authority, Kohlberg Kravis Roberts & Co.",https://x.com/SempraInfra,https://www.linkedin.com/company/sempra-infrastructure,1001-5000,"$10,000,000,000",1998
Genstore,https://www.crunchbase.com/organization/genstore,"Sep 23, 2025","$10,000,000",Not Started,"Artificial Intelligence (AI), E-Commerce Platforms, Marketplace","Westlake Village, California, United States",Genstore offers an AI chat platform for merchants to create and manage online stores with product setup and marketplace integration.,"6,177",https://www.genstore.ai/,—,"Weimob, LIGHTHOUSE",Weimob,https://x.com/Genstore_AI,https://www.linkedin.com/company/genstoreai,51-100,"$10,000,000",2025
Affect,https://www.crunchbase.com/organization/affect-therapeutics,"Sep 23, 2025","$49,000,000",Not Started,"Addiction Treatment, Fitness, Health Care, Wellness","New York, New York, United States",Affect uses mobile technology to revolutionize stimulant addiction recovery.,"6,245",https://www.affect.com/,$10M to $50M,"Artis Ventures, AlleyCorp, Kapor Capital, Samsung NEXT, City Light Capital","AlleyCorp, Allumia Ventures, Artis Ventures",https://x.com/affect_tx,https://www.linkedin.com/company/affect-therapeutics,251-500,"$26,000,000",2020
Greptile,https://www.crunchbase.com/organization/tabnam,"Sep 23, 2025","$30,350,000",Not Started,"Enterprise Software, Machine Learning, Software","San Francisco, California, United States",Greptile is an AI code reviewer that automatically reviews pull requests with full codebase context.,"6,590",https://greptile.com/,—,"Y Combinator, SV Angel, Initialized Capital, Benchmark, Drive Capital","Benchmark, Initialized Capital, Y Combinator",https://x.com/greptileai,https://www.linkedin.com/company/greptile,1-10,"$25,000,000","Jul 15, 2023"
Caregility,https://www.crunchbase.com/organization/caregility,"Sep 23, 2025","$50,100,000",Not Started,"Health Care, Hospital","Eatontown, New Jersey, United States",Caregility is a clinical collaboration and communications company focused on enabling the shortest and fastest path of care for patients.,"6,729",http://www.caregility.com/,$10M to $50M,Star Mountain Capital,Star Mountain Capital,,https://www.linkedin.com/company/caregility/,101-250,"$25,100,000",2019
Filevine,https://www.crunchbase.com/organization/filevine,"Sep 23, 2025","$636,079,977",Not Started,"Artificial Intelligence (AI), Document Management, Legal Tech, Project Management, SaaS, Software","Salt Lake City, Utah, United States","Filevine provides a legal operating platform integrating AI for case, document, and lead management.","7,483",http://filevine.com/,$100M to $500M,"Accel, Insight Partners, StepStone Group, Golub Capital, Album VC","Accel, Halo Experience Company, Insight Partners, Signal Peak Ventures, StepStone Group",https://x.com/filevine,https://www.linkedin.com/company/filevine,501-1000,"$260,000,000",2014
Telo Trucks,https://www.crunchbase.com/organization/telo-trucks,"Sep 23, 2025","$26,800,000",Not Started,"Automotive, Electric Vehicle, Manufacturing","San Carlos, California, United States","Telo Trucks manufactures cleverly designed, compact electric vehicle trucks for city dwellers and weekend adventurers.","8,570",https://www.telotrucks.com/,$1M to $10M,"Gaingels, Neo, GoAhead Ventures, Spero Ventures, Nova Threshold","GoAhead Ventures, Marc Tarpenning, Neo, Yves Behar",,https://www.linkedin.com/company/telo-trucks/,11-50,"$20,000,000",2022
Wahed,https://www.crunchbase.com/organization/wahed-invest-inc,"Sep 23, 2025","$96,011,732",Not Started,"Financial Services, FinTech, Wealth Management","New York, New York, United States","Wahed is an online Halal investing platform that focuses on financial inclusion through accessible, affordable, and values-based investing.","8,904",https://www.wahed.com/,$50M to $100M,"BECO Capital, Qatar Development Bank, Wa’ed Ventures, Cue Ball, Kube VC","BECO Capital, Cue Ball, Wa’ed Ventures",https://x.com/wahedinvest,https://www.linkedin.com/company/wahedinvest/,101-250,—,2015
Quo,https://www.crunchbase.com/organization/openphone,"Sep 23, 2025","$170,870,000",Not Started,"B2B, Collaboration, Finance, Financial Services, FinTech, Messaging, Productivity Tools, Software","San Francisco, California, United States",Quo offers a phone app that lets users get a business phone number without a second phone or a second SIM card.,"10,954",https://www.quo.com/,$1M to $10M,"General Catalyst, Plug and Play, Y Combinator, Slow Ventures, Craft Ventures","Craft Ventures, General Catalyst, SignalFire, Slow Ventures, Tiger Global Management",https://x.com/OpenPhoneApp,https://www.linkedin.com/company/openphone,51-100,"$105,000,000",2018
Fnality International,https://www.crunchbase.com/organization/fnality-international,"Sep 23, 2025","$323,149,550",Not Started,"Blockchain, Ethereum, Finance, Financial Services, FinTech","London, England, United Kingdom",Fnality International provides a digital cash system that uses blockchain technology to settle financial transactions.,"11,430",https://www.fnality.org/,$10M to $50M,"Temasek Holdings, Citi, Santander, Goldman Sachs, BNP Paribas","Bank of America, BNP Paribas, Citi, Euroclear, Goldman Sachs, KBC, Nomura, Temasek Holdings, Tradeweb, WisdomTree",https://x.com/fnality,https://www.linkedin.com/company/fnality-international/,51-100,"$136,000,000",Apr 2019
Volastra Therapeutics,https://www.crunchbase.com/organization/volastra-therapeutics,"Sep 23, 2025","$149,099,998",Not Started,"Biotechnology, Life Science, Medical","New York, New York, United States",Volastra Therapeutics is a biotechnology company developing novel therapies for the treatment of metastatic cancers.,"12,281",https://volastratx.com/,$10M to $50M,"Eli Lilly, ARCH Venture Partners, Catalio Capital Management, Polaris Partners, Vida Ventures","ARCH Venture Partners, Catalio Capital Management, Eli Lilly, Polaris Partners, Vida Ventures",,https://www.linkedin.com/company/volastra-therapeutics,11-50,"$30,099,998",2019
PredictAP,https://www.crunchbase.com/organization/predictap,"Sep 23, 2025","$13,000,000",Not Started,"Artificial Intelligence (AI), FinTech, Machine Learning, Payments, Real Estate Investment","Boston, Massachusetts, United States",PredictAP is a FinTech startup that automates AI-driven accounts payable and payment processing for large real estate investment companies.,"13,123",https://predictap.com/,$1M to $10M,"RET Ventures, WISE Ventures",RET Ventures,https://x.com/predictAP,https://www.linkedin.com/company/predictap-inc,11-50,"$5,000,000","Jun 30, 2020"
Virtu Financial,https://www.crunchbase.com/organization/virtu-financial,"Sep 23, 2025","$3,095,000,000",Not Started,"Analytics, Cryptocurrency, Finance, Financial Services, FinTech","New York, New York, United States",Virtu is the global leader in electronic market making.,"13,192",https://www.virtu.com/,$1B to $10B,North Island,North Island,https://x.com/virtufinancial,https://www.linkedin.com/company/virtu-financial/,501-1000,"$300,000,000",2008
Form3,https://www.crunchbase.com/organization/form3-financial-cloud,"Sep 23, 2025","$300,236,620",Not Started,"Banking, Financial Services, FinTech, Mobile Payments, Payments","London, England, United Kingdom","Form3 is a cloud native payments-as-a-service platform that designs, builds, and manages payment technology.","13,208",https://form3.tech/,$50M to $100M,"BlackRock, Goldman Sachs, 83North, Barclays, Goldman Sachs Asset Management","ACF Investors, Atempo Growth, Barclays Corporate Banking, BlackRock, British Patient Capital, Capability and Innovation Fund, Goldman Sachs Asset Management, Mastercard, Molten Ventures, Nationwide",https://x.com/form3cloud,https://www.linkedin.com/company/form3-financial-cloud,251-500,—,2016
Fortera,https://www.crunchbase.com/organization/fortera-fee4,"Sep 23, 2025","$175,500,000",Not Started,"Building Material, Chemical, CleanTech, Energy, Manufacturing, Recycling, Sustainability","San Jose, California, United States",Fortera is a materials technology company that produces zero CO2 cement for the construction sector.,"14,679",https://forteraglobal.com/,$10M to $50M,"Alumni Ventures, Khosla Ventures, Temasek Holdings, Hercules Capital, US Department of Energy","Alumni Ventures, Hercules Capital, Khosla Ventures, Microsoft Climate Innovation Fund, Peabody Energy, Temasek Holdings",,https://www.linkedin.com/company/fortera,101-250,—,2007
Wexler AI,https://www.crunchbase.com/organization/wexler-ai,"Sep 23, 2025","$6,700,000",Not Started,"Artificial Intelligence (AI), Information Technology, Legal, Machine Learning","London, England, United Kingdom","Wexler AI leverages AI to support legal, compliance, and forensics teams in case analysis and document review.","14,694",https://www.wexler.ai/,—,"Pear VC, Entrepreneurs First, Seedcamp, Myriad Venture Partners, The LegalTech Fund","Myriad Venture Partners, Pear VC",,https://www.linkedin.com/company/wexler-ai,1-10,"$5,300,000","Nov 2, 2022"
Sports Illustrated Tickets,https://www.crunchbase.com/organization/shoowin,"Sep 23, 2025","$52,500,000",Not Started,"Events, Sports","New York, New York, United States",Sports Illustrated Tickets guarantees better access and better prices for Real Fans.,"15,572",https://www.sitickets.com/,$1M to $10M,"BBG Ventures, Eagle Point Credit Management, Feenix Venture Partners LLC, Cuneo & Co., Bellnote Partners","BBG Ventures, Cuneo & Co., Eagle Point Credit Management",,https://www.linkedin.com/company/shoowin,1-10,"$50,000,000","Dec 2, 2015"
Vertical Harvest,https://www.crunchbase.com/organization/vertical-harvest,"Sep 23, 2025","$69,900,000",Not Started,"Agriculture, Communities","Jackson, Wyoming, United States",Vertical Harvest is a collaborative project to grow produce locally using vertical greenhouse technology.,"16,070",https://verticalharvestfarms.com/,$1M to $10M,"Bain Capital Ventures, Raiven Capital, Michael Krupka, Nicoya, MadisonOne","MadisonOne, Nicoya, Raiven Capital",https://x.com/VerticalHarvest,https://www.linkedin.com/company/vertical-harvest,11-50,—,2010
Cornish Lithium,https://www.crunchbase.com/organization/cornish-lithium,"Sep 23, 2025","£125,981,927",Not Started,"Energy, Mining, Professional Services","Penryn, Cornwall, United Kingdom",Cornish Lithium is a mineral exploration and development company supplying lithium raw materials for sustainable energy solutions.,"16,977",https://www.cornishlithium.com/,$10M to $50M,"TechMet, National Wealth Fund, Crowdcube, Energy & Minerals Group, Advanced Propulsion Centre UK","Advanced Propulsion Centre UK, National Wealth Fund, TechMet",https://x.com/cornishlithium,https://www.linkedin.com/company/cornish-lithium-limited,11-50,"£35,000,000",2016
Obot AI,https://www.crunchbase.com/organization/obot-ai,"Sep 23, 2025","$35,000,000",Not Started,"Artificial Intelligence (AI), Open Source, Software","Cupertino, California, United States",Obot AI is developing an open-source Enterprise MCP Gateway to facilitate the rapid adoption of AI,"17,544",https://obot.ai/,—,"Nexus Venture Partners, Mayfield Fund","Mayfield Fund, Nexus Venture Partners",https://x.com/Obots_ai,https://www.linkedin.com/company/obots-ai,11-50,"$35,000,000",2022
Ankored,https://www.crunchbase.com/organization/ankored,"Sep 23, 2025","$8,176,000",Not Started,"Compliance, SaaS, Software","Brighton, Michigan, United States","Ankored automates youth coaching and staff compliance with background checks, training, and individual dashboards.","18,498",https://www.ankored.com/,Less than $1M,Rally Ventures,Rally Ventures,,https://www.linkedin.com/company/ankored-inc,1-10,"$4,000,000",—
Track3D,https://www.crunchbase.com/organization/constructn-ai,"Sep 23, 2025","$14,300,000",Not Started,"Artificial Intelligence (AI), Construction, Software","Milpitas, California, United States","Track3D is the leader in Reality Intelligence, revolutionizing construction monitoring with cutting-edge AI-driven technology.","18,989",https://www.track3d.ai/,$10M to $50M,"Endiya Partners, Zacua Ventures, Ironspring Ventures, Shadow Ventures, Monta Vista Capital","Endiya Partners, Ironspring Ventures, Zacua Ventures",https://x.com/track3dai?s=21,https://www.linkedin.com/company/track3dai,101-250,"$10,000,000",Jan 2022
VedaBio,https://www.crunchbase.com/organization/vedabio,"Sep 23, 2025","$65,000,000",Not Started,"Biotechnology, Medical","San Diego, California, United States",VedaBio innovative platform for near-instant molecular detection.,"19,990",https://vedabio.com/,—,"Siemens Healthineers, OMX Ventures, Kleinmuntz Associates","OMX Ventures, Siemens Healthineers",,https://www.linkedin.com/company/vedabioinc,11-50,"$25,000,000",2021
Sunhat,https://www.crunchbase.com/organization/sunhat,"Sep 23, 2025","€14,200,000",Not Started,"Business Information Systems, Consumer Software, Software","Cologne, Nordrhein-Westfalen, Germany",Sunhat is an automation tool that combines software engineering and sustainability expertise to help supply chain businesses.,"20,076",https://www.getsunhat.com/,$1M to $10M,"CommerzVentures, Capnamic, EnBW New Ventures, WEPA Ventures, xdeck","Capnamic, CommerzVentures, EnBW New Ventures, xdeck",,https://www.linkedin.com/company/sunhat-software,11-50,"€9,200,000",2022
AmplifAI,https://www.crunchbase.com/organization/amplifai-fcf3,"Sep 23, 2025","$56,100,000",Not Started,"Analytics, Software","Plano, Texas, United States",Applying science to make teams better.,"20,198",https://www.amplifai.com/,$1M to $10M,"Dallas Venture Capital, Greycroft, Capital Factory, Comerica Bank, Breyer Capital","Breyer Capital, Comerica Bank, CVS Health Ventures, Dallas Venture Capital, Greycroft",https://x.com/amplifai,https://www.linkedin.com/company/amplifai-inc/,101-250,"$33,700,000",2020
Revyve,https://www.crunchbase.com/organization/fumi-ingredients,"Sep 23, 2025","€32,535,000",Not Started,"Biotechnology, Food and Beverage, Food Processing","Wageningen, Gelderland, The Netherlands",Revyve is a food-tech company that produces texturizing ingredients from yeast to replicate the function of eggs in various food categories.,"20,590",https://revyve.bio/,$10M to $50M,"Invest-NL, Innovation Industries, SHIFT Invest, BOM, Grey Silo Ventures","ABN AMRO Sustainable Impact Fund, Cosun Protein, Invest-NL, OostNL",,https://www.linkedin.com/company/revyve-simplygood,11-50,"€24,000,000","Jan 1, 2019"
Victory Capital,https://www.crunchbase.com/organization/victorycapital,"Sep 23, 2025","$1,085,000,000",Not Started,"Asset Management, Financial Services, Venture Capital","Brooklyn, Ohio, United States","Victory Capital is a multi-boutique asset manager with nine investment franchises, each with an independent approach.","20,630",http://www.vcm.com/,$500M to $1B,Amundi,Amundi,https://x.com/vcmtweets,https://www.linkedin.com/company/victory-capital-management/,251-500,"$1,085,000,000",1993
Duel,https://www.crunchbase.com/organization/daredevil-project,"Sep 23, 2025","$21,302,662",Not Started,"Advertising, Brand Marketing, Consumer Reviews, Content, Content Marketing, E-Commerce Platforms, Marketing Automation, Personalization, Retail Technology","London, England, United Kingdom",A Brand Advocacy Platform that enables brands to transform customers into their biggest acquisition channel,"20,766",https://duel.tech/,$1M to $10M,"Publicis Groupe, Molten Ventures, Parkwalk Advisors, SuperSeed Ventures, Bright Pixel Capital","Bright Pixel Capital, Downing Ventures, London Co-Investment Fund, Molten Ventures, Publicis Groupe, SuperSeed Ventures, University of Bristol Enterprise Fund",https://x.com/duel,https://www.linkedin.com/company/dueltech/,11-50,"$16,000,000","Dec 5, 2015"
Stellus Capital Management,https://www.crunchbase.com/organization/stellus-capital-management,"Sep 23, 2025","$125,000,000",Not Started,Financial Services,"Houston, Texas, United States",Stellus Capital Management is a middle market investment firm.,"21,978",http://www.stelluscapital.com/,$100M to $500M,—,—,,https://www.linkedin.com/company/stellus-capital-management/,11-50,"$50,000,000",2012
Arkea Bio,https://www.crunchbase.com/organization/arkea-bio,"Sep 23, 2025","$45,499,999",Not Started,Biotechnology,"Charlestown, Massachusetts, United States",Arkea Bio develops technology to cut greenhouse gas (GHG) emissions from the agricultural industry.,"23,871",https://www.arkeabio.com/,$1M to $10M,"Breakthrough Energy Ventures, Grantham Foundation, Overview, AgriZeroNZ, Rabo Ventures","AgriZeroNZ, Breakthrough Energy Ventures",https://x.com/arkeabio,https://www.linkedin.com/company/arkeabio/about/,11-50,"$6,999,999",2022
Testkube,https://www.crunchbase.com/organization/testkube,"Sep 23, 2025","$8,000,000",Not Started,"DevOps, Software, Test and Measurement","Wilmington, Delaware, United States",Testkube is a Kubernetes-native testing framework for automating test executions.,"24,747",https://testkube.io/,$1M to $10M,"Insight Partners, Ratmir Timashev","Insight Partners, Ratmir Timashev",https://x.com/Testkube_io,https://www.linkedin.com/company/testkube/,11-50,"$8,000,000",2021
Telecom Italia,https://www.crunchbase.com/organization/telecom-italia,"Sep 23, 2025","$3,764,891,641",Not Started,"Information Services, Information Technology, Telecommunications, Web Hosting","Roma, Lazio, Italy",Telecom Italia is an ICT group that develops infrastructure and offers fixed telephony and DSL data services.,"26,392",https://www.gruppotim.it/,$10B+,"European Investment Bank, European Investment Fund, CPP Investments, Poste Italiane","CPP Investments, European Investment Bank, European Investment Fund, Poste Italiane",https://x.com/gruppotim,https://www.linkedin.com/company/tim,10001+,"€500,000,000","Oct 20, 1908"
TransAstra,https://www.crunchbase.com/organization/transastra,"Sep 23, 2025","$9,525,000",Not Started,"Aerospace, Industrial, Software, Space Travel","Los Angeles, California, United States","TransAstra develops a technology to find, prospect, harvest and use space resources.","27,063",http://transastracorp.com/,$1M to $10M,"Y Combinator, Unpopular Ventures, Bossa Invest, Soma Capital, Global Founders Capital",Helium-3 Ventures,,https://www.linkedin.com/company/trans-astronautica-corporation,11-50,"$2,500,000",2015
RapidFire AI,https://www.crunchbase.com/organization/rapidfire-ai,"Sep 23, 2025","$8,034,999",Not Started,"Artificial Intelligence (AI), Data Management, SaaS","Palo Alto, California, United States",RapidFire AI provides an agile deep learning development platform to accelerate AI development while reducing infrastructure costs,"27,219",https://rapidfire.ai/,—,"OUP (Osage University Partners), AI Fund, .406 Ventures, Willowtree Investments",—,,https://www.linkedin.com/company/rapidfire-ai/,1-10,"$4,000,000",2022
Workfully,https://www.crunchbase.com/organization/workfully,"Sep 23, 2025","€5,200,000",Not Started,"Human Resources, Recruiting, Staffing Agency","Barcelona, Catalonia, Spain","Workfully is a human resource e agency that prices employment, recruitment and upskillng services for candidates and companies.","30,728",https://www.workfully.com/,$1M to $10M,"Indico Capital Partners, Shilling VC, Pitchdrive, Secways, B Heroes","Indico Capital Partners, Shilling VC",,https://www.linkedin.com/company/workfully/,11-50,"€4,000,000",2022
Epic Padel,https://www.crunchbase.com/organization/epic-padel-inc,"Sep 23, 2025","$10,000,000",Not Started,Sports,"Arlington, Virginia, United States","A Padel tennis holding company, operating clubs and leading investments in the North American Padel industry.","31,044",https://epic-padel.com/,—,"Stryde, High Water Venture Partners, 305 Ventures, Kareem Anabtawi, Silverback Capital Group","NowaisWorld, Stryde",,https://www.linkedin.com/company/epic-padel-inc/,11-50,"$10,000,000","May 20, 2023"
Michigan State University,https://www.crunchbase.com/organization/michigan-state-university,"Sep 23, 2025","$118,220,000",Not Started,"Education, Universities","East Lansing, Michigan, United States",Michigan State University has been working to advance the common good in uncommon ways for more than 150 years.,"33,811",http://msu.edu/,$1B to $10B,"National Science Foundation, Denso, National Institutes of Health, US Department of Energy, Michigan State University Research Foundation","Carnegie Corporation of New York, Charles Stewart Mott Foundation, Denso, Michigan State University Research Foundation, National Institutes of Health, National Science Foundation, National Telecommunications and Information Administration, US Department of Energy, U.S. Environmental Protection Agency",https://x.com/michiganstateu,https://www.linkedin.com/school/michigan-state-university/,10001+,"$895,000","Feb 12, 1855"
Cloudburst Technologies,https://www.crunchbase.com/organization/cloudburst-technologies-0a3e,"Sep 23, 2025","$10,000,000",Not Started,"Cyber Security, Software","New York, New York, United States",Cloudburst Technologies provides realtime monitoring solutions and cyber threat intelligence tools.,"34,692",https://burst.cloud/,$1M to $10M,"Coinbase Ventures, Borderless Capital, Bloccelerate VC, CoinFund, IQT","Borderless Capital, Strategic Cyber Ventures",,https://www.linkedin.com/company/cloudburst-tech/about/,1-10,"$7,000,000",2022
Boxlight,https://www.crunchbase.com/organization/boxlight,"Sep 23, 2025","$140,733,436",Not Started,"EdTech, E-Learning, Electronics, Information Technology","Duluth, Georgia, United States",Boxlight is an education technology company that provides technology solutions for the global learning market.,"40,925",https://mimio.boxlight.com/,$100M to $500M,"The Lind Partners, WhiteHawk Capital Partners, Lind Global Macro Fund","Lind Global Macro Fund, The Lind Partners, WhiteHawk Capital Partners",https://x.com/boxlightinc,https://www.linkedin.com/company/boxlight-inc,101-250,"$4,000,000",1985
Micro Medical Solutions,https://www.crunchbase.com/organization/micro-medical-solutions,"Sep 23, 2025","$31,993,574",Not Started,"Health Care, Medical, Medical Device, Therapeutics","Wilmington, Massachusetts, United States",Micro Medical Solutions is a developer of microvascular intervention therapies used for patients with peripheral artery disease.,"41,811",http://micromedicalsolutions.net/,$1M to $10M,—,—,,https://www.linkedin.com/company/micromedicalsolutions,11-50,"$4,778,587",2013
Oligon,https://www.crunchbase.com/organization/oligon-5cdc,"Sep 23, 2025","$14,000,000",Not Started,"Biotechnology, Consulting, Health Care, Therapeutics","Scottsdale, Arizona, United States",Oligon is an emerging biotechnology company developing a novel class of multimodal RNA therapeutics.,"42,685",https://oligon.com/,Less than $1M,"Fonds de solidarité FTQ, CTI Life Sciences Fund, Investissement Quebec",CTI Life Sciences Fund,https://x.com/OligonInc,https://www.linkedin.com/company/oligon-inc/,11-50,"$14,000,000",—
