Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
Tutored by Teachers,https://www.crunchbase.com/organization/tutored-by-teachers,"Aug 27, 2025","$10,000,000",Not Started,"EdTech, Education, Higher Education","New York, New York, United States",Tutored by Teachers match students with certified teachers to deliver online education.,"44,107",http://tutored.live/,$1M to $10M,"TMV, NewSchools Venture Fund, GSV Ventures, A-Street Ventures, American Student Assistance","Accelerate, American Student Assistance, GSV Ventures",,https://www.linkedin.com/company/tutored-by-teachers/about/,11-50,—,2020
Pure Simple Foods,https://www.crunchbase.com/organization/pure-simple-foods,"Aug 27, 2025","$6,582,646",Not Started,"Food and Beverage, Organic Food, Snack Food","Ojai, California, United States",Pure Simple Foods is a food manufacturing company that offers healthy and organic food and snacks.,"46,586",https://purelysprouted.com/,—,—,—,,,11-50,"$1,252,036",2021
Treos Bio,https://www.crunchbase.com/organization/treos-bio,"Aug 27, 2025","$26,518,301",Not Started,"Biotechnology, Clinical Trials, Health Care, Health Diagnostics, Therapeutics","London, England, United Kingdom","Treos Bio, Inc. develops precision cancer immunotherapies tailored to patients' genetics.","47,552",http://treosbio.com/,Less than $1M,"The Future Fund, Luminous Ventures, BXR Partners LLP","BXR Partners LLP, Luminous Ventures, The Future Fund",,https://www.linkedin.com/company/treos-bio-limited,11-50,"$2,100,000",2013
International Electric Power,https://www.crunchbase.com/organization/international-electric-power,"Aug 27, 2025","$26,000,000",Not Started,"Energy, Solar, Wind Energy","Pittsburg, California, United States","International Electric Power is an energy supplier of solar, wind, and hydropower.","50,340",https://www.internationalelectricpower.com/,$1M to $10M,Essential Utilities,Essential Utilities,,https://www.linkedin.com/company/international-electric-power-llc,11-50,"$26,000,000",2005
Third Space Learning,https://www.crunchbase.com/organization/third-space-learning,"Aug 27, 2025","£12,250,000",Not Started,"Education, E-Learning, Social Entrepreneurship","London, England, United Kingdom","Third Space aims to help every student access great quality online tuition to help them succeed in, and love, their learning","50,585",https://thirdspacelearning.com/,$10M to $50M,"Downing Ventures, Wayra UK, Accelerate, Clearly Social Angels, Eden Rock Group",Accelerate,https://x.com/thirdspacetweet/,https://www.linkedin.com/company/third-space-learning/,11-50,—,2013
CEL-SCI,https://www.crunchbase.com/organization/cel-sci,"Aug 27, 2025","$119,285,000",Not Started,"Biotechnology, Health Care, Medical","Vienna, Virginia, United States",CEL-SCI is a biotechnology company developing immunotherapy products for the treatment of cancer and other infectious diseases.,"66,645",http://www.cel-sci.com/,$1M to $10M,"Iroquois Capital, ArmaVir Partners, Alpha Capital, Aegis Capital Corporation, Midsummer Capital",Aegis Capital Corporation,https://x.com/CelSciCorp,https://www.linkedin.com/company/cel-sci,11-50,"$10,000,000",1983
BlueLinx,https://www.crunchbase.com/organization/bluelinx-holdings,"Aug 27, 2025","$350,000,000",Not Started,"Building Material, Logistics, Supply Chain Management, Wholesale","Atlanta, Georgia, United States",BlueLinx is a leading distributor of building products in North America.,"71,773",http://bluelinxco.com/,$1B to $10B,—,—,https://x.com/BlueLinx,http://www.linkedin.com/company/9055,1001-5000,"$350,000,000",2004
Signify,https://www.crunchbase.com/organization/signify-cb7e,"Aug 27, 2025","$307,456,749",Not Started,"Finance, Financial Services, FinTech","New York, New York, United States",Signify is a global fintech partner enabling streamlined international card issuing and payment solutions.,"75,011",https://signifyhq.com/,—,—,—,,,1-10,"$307,456,749",2021
Benaroya Research Institute,https://www.crunchbase.com/organization/benaroya-research-institute,"Aug 27, 2025","$22,000,000",Not Started,"Clinical Trials, Health Care, Pharmaceutical","Seattle, Washington, United States",Benaroya Research Institute at Virginia Mason is devoted to finding causes and cures for autoimmune diseases.,"77,033",https://www.benaroyaresearch.org/,$50M to $100M,"National Institutes of Health, Fund for Science and Technology","Fund for Science and Technology, National Institutes of Health",https://x.com/BRIautoimmune,https://www.linkedin.com/company/benaroya-research-institute/,251-500,—,1956
Starship Group,https://www.crunchbase.com/organization/starship-group,"Aug 27, 2025","£4,600,000",Not Started,"Construction, Property Development, Real Estate, Residential","Ellesmere Port, Cheshire West and Chester, United Kingdom","Starship Group designs, builds, and develops homes and workspaces.","108,875",https://www.starshipgroup.co.uk/,—,Sancus Finance,—,https://x.com/starshipgroupuk,https://www.linkedin.com/company/starshipgroup,11-50,"£4,600,000",2012
Saga pure,https://www.crunchbase.com/organization/saga-pure-asa,"Aug 27, 2025","NOK200,445,000",Not Started,—,"Oslo, Oslo, Norway",Saga Pure is an investment company.,"115,969",http://sagatankers.no/,Less than $1M,Tycoon Industrier,Tycoon Industrier,,https://www.linkedin.com/company/saga-pure,1-10,"NOK121,500,000",2010
Tracsis,https://www.crunchbase.com/organization/tracsis,"Aug 27, 2025","£37,000,000",Not Started,"Professional Services, Public Transportation, Software, Transportation","Leeds, Leeds, United Kingdom",The Tracsis Group is a leading international provider of software and services for the planning and management of mass transit operations.,"132,669",http://www.tracsis.com/,$100M to $500M,"Parkwalk Advisors, HSBC UK",HSBC UK,https://x.com/Tracsis,https://www.linkedin.com/company/tracsis-plc,501-1000,"£35,000,000",2004
Dynaresource,https://www.crunchbase.com/organization/dynaresource,"Aug 27, 2025","$18,900,000",Not Started,"Finance, Mining","Irving, Texas, United States",DynaResource is a junior resource company that offers ethical business practices.,"192,771",https://dynaresource.com/,$10M to $50M,"Ocean Partners, Golden Post Rail",Ocean Partners,https://x.com/DynaResource,https://www.linkedin.com/company/dynaresources-inc,51-100,"$2,500,000","Jan 1, 1937"
Great Elm Group,https://www.crunchbase.com/organization/great-elm-group,"Aug 27, 2025","$9,000,000",Not Started,"Asset Management, Finance, Financial Services","Palm Beach Gardens, Florida, United States","Great Elm Group is an asset and investment management company that specializes in credit, real estate, and financial services.","194,248",https://www.greatelmgroup.com/,$10M to $50M,Woodstead Value Fund,Woodstead Value Fund,,https://www.linkedin.com/company/great-elm-group-inc,11-50,"$9,000,000",1994
Venu Holding,https://www.crunchbase.com/organization/b-entertainment,"Aug 26, 2025","$45,456,250",Not Started,"Food and Beverage, Hospitality, Leisure, Restaurants","Colorado Springs, Colorado, United States",Notes Live provides hospitality and entertainment services to serve clients globally.,878,https://venu.live/,$10M to $50M,Aramark,Aramark,,https://www.linkedin.com/company/venuholdingcorporation/,101-250,"$34,500,000",2017
Blue Water Autonomy,https://www.crunchbase.com/organization/blue-water-autonomy,"Aug 26, 2025","$64,000,000",Not Started,"Machinery Manufacturing, Manufacturing, Marine Transportation, Shipping","Boston, Massachusetts, United States",Blue Water Autonomy is a technology and shipbuilding company that revolutionizes naval operations through advanced autonomous vessels.,"1,988",https://www.blw.ai/,—,"Eclipse Ventures, Riot Ventures, Google Ventures, Impatient Ventures","Eclipse Ventures, Google Ventures",https://x.com/BlueWaterShips,https://www.linkedin.com/company/blue-water-autonomy,1-10,"$50,000,000",2024
Assort Health,https://www.crunchbase.com/organization/assort-health,"Aug 26, 2025","$101,500,000",Not Started,"Artificial Intelligence (AI), Business Process Automation (BPA), Telehealth","San Francisco, California, United States","Assort Health provides voice AI agents designed for healthcare call centers, enabling automation of appointment management tasks.","3,134",https://assorthealth.com/,$1M to $10M,"Lightspeed Venture Partners, Felicis, Liquid 2 Ventures, A*, Tau Ventures","Chemistry, First Round Capital, Lightspeed Venture Partners, Quiet Capital",https://x.com/AssortHealth,https://www.linkedin.com/company/assorthealth,101-250,"$76,000,000",2023
Attio,https://www.crunchbase.com/organization/attio,"Aug 26, 2025","$116,220,932",Not Started,"Artificial Intelligence (AI), CRM, Information Technology, SaaS, Software","London, England, United Kingdom","Attio provides an AI-native CRM platform that helps businesses manage customer data, workflows, and pipelines.","3,206",https://attio.com/,$1M to $10M,"Headline, Redpoint, Balderton Capital, Google Ventures, Passion Capital","01 Advisors, Balderton Capital, Google Ventures, Point Nine, Redpoint",https://x.com/attio,https://www.linkedin.com/company/attio,51-100,"£38,600,000",2019
Aurasell,https://www.crunchbase.com/organization/aurasell,"Aug 26, 2025","$30,000,000",Not Started,"Artificial Intelligence (AI), Customer Service, Sales, Software","San Mateo, California, United States",Aurasell is an AI-native platform that manages the entire go-to-market process for sales teams and operations.,"3,304",https://www.aurasell.ai/,—,"Menlo Ventures, Unusual Ventures, N47",N47,,,1-10,"$30,000,000",2024
Nauta,https://www.crunchbase.com/organization/nauta-d5d7,"Aug 26, 2025","$7,000,000",Not Started,"Generative AI, Logistics, SaaS, Supply Chain Management","New York, New York, United States",AI-powered logistics orchestration platform connecting global trade to ensure product availability for importers,"3,649",https://www.getnauta.com/,—,"Construct Capital, Predictive, Simon Borrero, Waikit Lau, Juan Jose Gonzales","Construct Capital, Predictive",,https://www.linkedin.com/company/nauta,11-50,"$7,000,000",Jan 2025
Debut,https://www.crunchbase.com/organization/debut-biotech,"Aug 26, 2025","$86,200,000",Not Started,"Beauty, Biotechnology, Consumer Goods, Cosmetics, Personal Health","San Diego, California, United States",Debut is a biotech beauty company that develops biotechnology-based beauty ingredients and formulations.,"4,105",http://debutbiotech.com/,$10M to $50M,"Better Ventures, Cantos, Material Impact, EDBI, FTW Ventures","Air Force Research Laboratory, Business Opportunities for L'Oréal Development, Material Impact",https://x.com/debut_biotech,https://www.linkedin.com/company/debutinnovation,101-250,"$20,000,000","May 16, 2019"
Eyebot,https://www.crunchbase.com/organization/eyebot,"Aug 26, 2025","$29,930,000",Not Started,"Artificial Intelligence (AI), Eyewear, Health Diagnostics, Robotics","Boston, Massachusetts, United States",Eyebot develops an eye examination technology to eliminate barriers and provide quality vision care.,"4,390",http://www.eyebot.co/,$1M to $10M,"General Catalyst, Village Global, National Science Foundation, AlleyCorp, Baukunst","AlleyCorp, Baukunst, General Catalyst, MassVentures, National Science Foundation, Ubiquity Ventures, Village Global",https://x.com/eyebot_HQ,https://www.linkedin.com/company/eyebotvision,11-50,"$20,000,000",2021
OpenLight,https://www.crunchbase.com/organization/openlight,"Aug 26, 2025","$37,450,000",Not Started,"Machine Learning, Quantum Computing, Semiconductor","Goleta, California, United States",OpenLight is a manufacturing company that specializes in custom photonic application and circuit chip design.,"5,083",https://openlightphotonics.com/,Less than $1M,"Mayfield Fund, Hewlett Packard Enterprise, Xora Innovation, Capricorn Investment Group, Lam Capital","Capricorn Investment Group, Xora Innovation",,https://www.linkedin.com/company/openlightphotonics,11-50,"$34,000,000",2022
Therna Biosciences,https://www.crunchbase.com/organization/therna-biosciences,"Aug 26, 2025","$10,000,000",Not Started,"Biotechnology, Medical, Therapeutics","San Francisco, California, United States",Therna Biosciences is a medicines development company that specializes in designing RNA therapeutics programme.,"7,016",https://www.therna.com/,—,"Pear VC, Fusion Fund, AIX Ventures",AIX Ventures,,https://www.linkedin.com/company/therna-bio/,1-10,"$10,000,000",2023
Conduent,https://www.crunchbase.com/organization/conduent,"Aug 26, 2025","$93,000,000",Not Started,"Business Development, Health Care, Information Technology, Security","Florham Park, New Jersey, United States",Conduent is a business services company that offers outsourced processes and digital solutions to various clients.,"10,172",https://www.conduent.com/,$1B to $10B,—,—,https://twitter.com/conduent,https://www.linkedin.com/company-beta/10794364,10001+,"$93,000,000","Jan 3, 2017"
Reframe Systems,https://www.crunchbase.com/organization/reframe-systems,"Aug 26, 2025","$20,000,000",Not Started,"Construction, Energy Efficiency, Manufacturing, Robotics","Andover, Massachusetts, United States","Robotic microfactories for building net-zero homes 2x faster, 2x cheaper with 10x lower carbon","10,640",https://www.reframe.systems/,—,"RA Capital Management, Eclipse Ventures, Saga Ventures, VoLo Earth Ventures, MassMutual Impact Investing","Eclipse Ventures, VoLo Earth Ventures",,https://www.linkedin.com/company/reframe-systems/,11-50,"$20,000,000","Aug 31, 2022"
Schneider Electric,https://www.crunchbase.com/organization/schneider-electric,"Aug 26, 2025","$4,074,635,342",Not Started,"Electronics, Energy, Energy Management, Information Technology, Renewable Energy","Rueil-malmaison, Ile-de-France, France",Schneider Electric specializes in the digital transformation of energy management and automation.,"11,512",https://www.se.com/,$10B+,"Idinvest Partners, California State Water Resources Control Board","California State Water Resources Control Board, Idinvest Partners",https://x.com/SchneiderElec,http://www.linkedin.com/company/schneider-electric,10001+,"€3,500,000,000",1836
Aerospacelab,https://www.crunchbase.com/organization/aerospacelab,"Aug 26, 2025","€145,000,000",Not Started,Aerospace,"Mont-saint-guibert, Brabant Wallon, Belgium",Aerospacelab is a company aiming at tackling some of the most challenging problems with a completely different paradigm.,"11,983",https://www.aerospacelab.com/,$10M to $50M,"European Investment Bank, XAnge, imec.xpand, Dassault Systemes, Airbus Ventures","Airbus Ventures, XAnge",https://x.com/aerospacelab_hq,https://www.linkedin.com/company/aerospacelab/,101-250,"€94,000,000",2016
Sleep.ai (formerly SleepScore Labs),https://www.crunchbase.com/organization/sleepai,"Aug 26, 2025","$12,345,000",Not Started,"Artificial Intelligence (AI), Health Care, SaaS, Wellness","Carlsbad, California, United States","Sleep.ai provides science-backed sleep intelligence, built on 800M+ hours of objective sleep data and 250+ studies, to power better health.","12,632",https://www.sleep.ai/,$1M to $10M,"Supermoon Capital, Mattress Firm, Emerging Technology Partners, Harvard Business School Alumni Angels of Greater NY, Boston Angel Club","Emerging Technology Partners, Mattress Firm, Treasure Coast Ventures",https://x.com/sleepscore,https://linkedin.com/company/getsleepai,51-100,"$5,500,000",Oct 2016
Splight Tech,https://www.crunchbase.com/organization/splight,"Aug 26, 2025","$26,100,000",Not Started,"Artificial Intelligence (AI), Information Services, Information Technology","San Francisco, California, United States",Splight Tech is a technology business that creates artificial energy for digital solutions in existing power infrastructure.,"17,561",https://www.splight.com/,$10M to $50M,"noa, Blue Bear Capital, Spacecadet Ventures, Draper B1, Fen Ventures","Blue Bear Capital, noa",,,11-50,"$12,400,000",2021
Maalexi,https://www.crunchbase.com/organization/maalexi,"Aug 26, 2025","$13,336,128",Not Started,"Agriculture, Blockchain, FinTech","Wilmington, Delaware, United States",Building Intelligent Food Supply Chains through Proprietary Data and Embedded Technologies.,"19,902",https://www.maalexi.ai/,$1M to $10M,"Citi, Rockstart, Stride Ventures, Global Ventures, Hub71","Amwal Capital Partners, Citi, Global Ventures, Stride Ventures",,https://www.linkedin.com/company/maalexi,11-50,"$5,000,000",2021
Realfinity,https://www.crunchbase.com/organization/realfinity-io,"Aug 26, 2025","$10,895,000",Not Started,"Finance, Financial Services, FinTech, Lending, Mortgage, Real Estate, Residential, Software","Miami, Florida, United States","Full-stack digital platform to build, embed and launch mortgage","20,262",https://rfm.io/,$1M to $10M,"Plug and Play, Bank Of The Sierra",Bank Of The Sierra,https://x.com/realfinityio,https://www.linkedin.com/company/realfinityio,11-50,—,Jun 2022
Boost My School,https://www.crunchbase.com/organization/boostmyschool,"Aug 26, 2025","$10,000,000",Not Started,"Education, Higher Education, Training","New York, New York, United States",The most complete payment solution for schools,"21,342",https://boostmyschool.com/,$1M to $10M,"High Alpha, Allos Ventures, FOVC, Stella Capital, Ground Game Ventures",High Alpha,,https://www.linkedin.com/company/boostmyschool/,1-10,"$10,000,000",2019
TBI Bank,https://www.crunchbase.com/organization/tbi-bank,"Aug 26, 2025","€34,000,000",Not Started,"Banking, Financial Services, Retail","Sofia, Grad Sofiya, Bulgaria","A fully licensed Bulgarian bank, specialised in Retail and SME Banking, and operating both the on the Bulgarian and Romanian market.","21,934",https://www.tbibank.bg/en/,$100M to $500M,—,—,,https://www.linkedin.com/company/tbibank,1001-5000,"€34,000,000",2002
Ketone-IQ,https://www.crunchbase.com/organization/ketone-iq,"Aug 26, 2025","$10,220,000",Not Started,"Dietary Supplements, E-Commerce, Energy, Health Care, Nutrition","Miami, Florida, United States",Ketone-IQ offers subscription-based cognitive supplements designed to enhance mental performance and overall brain health.,"22,634",https://ketone.com/,$1M to $10M,"Andreessen Horowitz, Gaingels, Human Capital, Anti Fund, Liquid 2 Ventures","Andreessen Horowitz, Seaside Ventures",https://x.com/hvmn,https://www.linkedin.com/company/ketone-iq/,11-50,—,2014
Howbout,https://www.crunchbase.com/organization/howbout,"Aug 26, 2025","$13,659,036",Not Started,"Apps, Events, Mobile Apps, Scheduling, Social Media, Software","London, England, United Kingdom",Howbout is the shared calendar app made for friends,"22,878",https://howbout.app/,$1M to $10M,"Goodwater Capital, FJ Labs, Crowdcube, ACF Investors, Supernode Global","Boost Capital, Goodwater Capital, Marquee Ventures, Supernode Global",https://x.com/howbout_app,https://www.linkedin.com/company/howboutapp/,11-50,"$2,500,000",2020
Vali Cyber,https://www.crunchbase.com/organization/vali-cyber,"Aug 26, 2025","$19,599,997",Not Started,"Cyber Security, Linux, Security, Virtualization","Charlottesville, Virginia, United States",Vali Cyber is a cyber security company that offers hypervisor ransomware protection products and services.,"23,942",https://www.valicyber.com/,$1M to $10M,"Florida Funders, Grotech Ventures, 412 Venture Fund, Riverfront Ventures","412 Venture Fund, Grotech Ventures",https://x.com/vali_cyber,https://www.linkedin.com/company/vali-cyber/,11-50,"$4,599,997",Jun 2020
Bright Harbor,https://www.crunchbase.com/organization/bright-harbor-recovery,"Aug 26, 2025","$10,037,995",Not Started,"Construction, Government","Austin, Texas, United States","Bright Harbor helps companies, organizations and governments prepare and respond to natural disasters","24,128",https://www.brightharbor.com/,—,"Everywhere Ventures, Lowercarbon Capital, Congruent Ventures, Crystal Venture Partners, Jetstream","Congruent Ventures, Lowercarbon Capital",https://x.com/BrightHarborCo,https://www.linkedin.com/company/bright-harbor,11-50,"$10,037,995",Jul 2024
Sequifi,https://www.crunchbase.com/organization/sequifi,"Aug 26, 2025","$6,702,430",Not Started,"Human Resources, SaaS, Software","Lehi, Utah, United States",Sequifi is a platform that provides comprehensive HR and payroll solutions.,"25,069",https://www.sequifi.com/,—,"Cervin Ventures, Tokyo Black, Frazier VC, Roshan Kumar",Cervin Ventures,https://x.com/?lang=en/@sequifi,https://www.linkedin.com/company/sequifi,11-50,"$6,702,430",2020
Centrifuge,https://www.crunchbase.com/organization/centrifuge,"Aug 26, 2025","$30,800,000",Not Started,"Blockchain, Decentralized Finance (DeFi), FinTech","Zug, Zug, Switzerland",Centrifuge is a decentralized operating system that provides the infrastructure and ecosystem to manage and invest in tokenized assets.,"25,581",http://www.centrifuge.io/,$1M to $10M,"Coinbase Ventures, Borderless Capital, Crane Venture Partners, Atlantic, Mosaic Ventures","BlueYard Capital, Coinbase Ventures, Crane Venture Partners, Galaxy Digital, Greenfield, IOSG Ventures, Mosaic Ventures, ParaFi Capital, Republic Digital, SAP.iO",https://x.com/centrifuge,https://www.linkedin.com/company/centrifugehq/,11-50,—,2017
Lineage Cell Therapeutics,https://www.crunchbase.com/organization/lineage-cell-therapeutics,"Aug 26, 2025","$164,808,804",Not Started,"Biopharma, Biotechnology, Environmental Consulting, Health Care, Medical","Carlsbad, California, United States",Lineage Cell Therapeutics is a clinical-stage biotechnology company developing novel cellular therapies to treat unmet medical needs.,"27,569",https://lineagecell.com/,$1M to $10M,"Israel Innovation Authority, California Institute for Regenerative Medicine, William Demant Invest","California Institute for Regenerative Medicine, Israel Innovation Authority, William Demant Invest",https://x.com/lineagecell,https://www.linkedin.com/company/lineagecell,51-100,"$12,000,000","Jan 1, 1990"
ChemFinity Technologies,https://www.crunchbase.com/organization/chemfinity-technologies,"Aug 26, 2025","$7,000,000",Not Started,"Chemical, Chemical Engineering, Manufacturing","Brooklyn, New York, United States","ChemFinity Technologies is a chemical company that offers critical metal recovery, water purification, and gas separation services.","33,130",https://www.chemfinitytech.com/,$1M to $10M,"WovenEarth Ventures, Closed Loop Partners, At One Ventures, Climate Capital, Third Derivative","At One Ventures, Overture Ventures, Third Derivative",,http://www.linkedin.com/company/chemfinitytech,11-50,—,Jul 2022
Nano-C,https://www.crunchbase.com/organization/nano-c,"Aug 26, 2025","$101,141,526",Not Started,"Advanced Materials, Chemical, Energy, Manufacturing, Nanotechnology","Westwood, Massachusetts, United States",Nano-C is a chemical company that develops nanostructured carbons used for high-value energy and electronics applications.,"33,449",http://www.nano-c.com/,$1M to $10M,"US Department of Energy, Ray Stata, Cote Capital, Boston Harbor Angels, MassDevelopment’s Emerging Technology Fund","Cote Capital, MassDevelopment’s Emerging Technology Fund, Ray Stata, US Department of Energy",,https://www.linkedin.com/company/nano-c-inc,11-50,"$32,509,588",2001
Osivax,https://www.crunchbase.com/organization/osivax,"Aug 26, 2025","$89,287,460",Not Started,"Biotechnology, Clinical Trials, Health Care","Lyon, Rhone-Alpes, France",Osivax is a clinical stage biotechnology company developing a pipeline of vaccines and immunotherapies.,"36,820",http://www.osivax.com/,$1M to $10M,"Bpifrance, Bill & Melinda Gates Foundation, European Innovation Council, CapHorn Invest, Anaxago","Bill & Melinda Gates Foundation, Biomedical Advanced Research and Development Authority (BARDA), Bpifrance, European Innovation Council, Meusinvest (Noshaq), National Institute of Allergy and Infectious Diseases",,https://www.linkedin.com/company/osivax/,11-50,"$19,500,000",2017
AiGent,https://www.crunchbase.com/organization/aigent-3d97,"Aug 26, 2025","$6,000,000",Not Started,"Energy, Information Technology, Software","Houston, Texas, United States",AiGent is an energy technology company that focuses on integrating onsite power generation services.,"43,144",https://www.aigent.energy/,—,"CIV, Zero Infinity Partners","CIV, Zero Infinity Partners",,https://www.linkedin.com/company/aigentenergy/,1-10,"$6,000,000",2017
Continuum Company,https://www.crunchbase.com/organization/continuum-company,"Aug 26, 2025","$67,000,000",Not Started,"Commercial Real Estate, Hospitality, Real Estate","Nyack, New York, United States",Continuum Company is a real estate development firm.,"45,698",https://www.continuumcompany.com/,—,S3 Capital,S3 Capital,,https://www.linkedin.com/company/continuum-development-corp/about,1-10,"$67,000,000",—
Enzinc,https://www.crunchbase.com/organization/enzinc-inc,"Aug 26, 2025","$15,894,933",Not Started,"Battery, Electric Vehicle, Manufacturing","Richmond, California, United States",Enzinc is an advanced battery developer that offers rechargeable zinc-air batteries.,"47,181",http://www.enzinc.com/,$1M to $10M,"California Energy Commission, Third Derivative, American Century Investments, Cleantech Open, ARPA-E","3×5 Partners, Cleantech Open, Third Derivative, TO ventures",,https://www.linkedin.com/company/enzinc/about/,11-50,—,"Nov 9, 2011"
Tomorrow Holding,https://www.crunchbase.com/organization/tomorrow-holding,"Aug 26, 2025","$24,158,763",Not Started,"Chemical, Industrial, Manufacturing","Breckenridge, Colorado, United States",Tomorrow Holding advances the commercialization and applications of Fiber Reactor (FR) technology.,"55,270",https://www.tomohold.com/,$1M to $10M,—,—,,,1-10,"$789,344",2017
Birdman,https://www.crunchbase.com/organization/birdman-9914,"Aug 26, 2025","$20,000,000",Not Started,"Dietary Supplements, Food Processing, Manufacturing, Nutrition","Houston, Texas, United States","Birdman offers plant-based, organic protein supplements and promotes conscious nutrition with vegan-friendly products.","56,234",https://www.birdmanlife.com/,$1M to $10M,HSBC,—,https://x.com/birdman_life,https://www.linkedin.com/company/birdman-life,1-10,"$20,000,000",2018
Oort Energy,https://www.crunchbase.com/organization/oort-energy,"Aug 26, 2025","£5,800,000",Not Started,"GreenTech, Natural Resources, Renewable Energy","Bristol, Bristol, City of, United Kingdom",Oort Energy is a maker of hydrogen electrolyzers that uses innovative technologies to significantly reduce the cost of green hydrogen.,"59,856",https://oortenergy.com/,$1M to $10M,"TRIREC, Energy Revolution Ventures, Third Derivative","Energy Revolution Ventures, Third Derivative",,https://www.linkedin.com/company/oort-energy/,11-50,—,2021
Nordic Shield Group,https://www.crunchbase.com/organization/nordic-shield-group,"Aug 26, 2025","SEK79,800,000",Not Started,"Manufacturing, Public Safety, Security","Linköping, Ostergotlands Lan, Sweden",Nordic Shield Group AB wants to become the European leader in total civil defense through acquisitions and organic expansion.,"62,158",https://www.nordicshieldgroup.com/,—,Astor,Astor,,https://www.linkedin.com/company/nordic-shield-group/,11-50,"SEK25,300,000",2023
Knock,https://www.crunchbase.com/organization/knockaway,"Aug 26, 2025","$754,587,017",Not Started,"Lending, Property Management, PropTech, Real Estate, Residential","New York, New York, United States",Knock is a tech-enabled company offering lending solutions for homeownership.,"65,411",https://www.knock.com/,$10M to $50M,"Company Ventures, Redpoint, Correlation Ventures, Max Ventures, FJ Labs","Foundry Group, Grand Central Tech, RRE Ventures, Second Century Ventures",https://x.com/knockdotcom,https://www.linkedin.com/company/knock.co,11-50,"$100,000,000",2015
MIRICO,https://www.crunchbase.com/organization/mirico,"Aug 26, 2025","$11,434,495",Not Started,"Agriculture, Electronics, Information Technology, Laser, Machinery Manufacturing, Oil and Gas","Didcot, Oxfordshire, United Kingdom",Transformational gas measurement,"67,753",https://mirico.co.uk/,$1M to $10M,"Foresight Group, Future Planet Capital, Longwall Venture, New Climate Ventures, Third Derivative","Foresight Group, New Climate Ventures, Shell Ventures, Third Derivative",https://x.com/miricompany,https://www.linkedin.com/company/mirico-ltd-,11-50,—,2015
ELIS,https://www.crunchbase.com/organization/elis,"Aug 26, 2025","€1,650,000,000",Not Started,"Facilities Support Services, Rental Property, Service Industry, Textiles, Wellness","Puteaux, Ile-de-France, France",ELIS specialized in the rental and maintenance of professional clothing and textile articles.,"72,970",http://www.elis.com/en,$1B to $10B,"Bpifrance, HSBC, Deutsche Bank, BNP Paribas, Societe Generale","Bpifrance, Eurazeo",https://x.com/ElisGroup,https://www.linkedin.com/company/elis_2,10001+,"€350,000,000",1883
EDAP TMS,https://www.crunchbase.com/organization/edap-tms,"Aug 26, 2025","€36,000,000",Not Started,"Health Care, Medical, Wholesale","Vaulx-en-velin, Rhone-Alpes, France",EDAP TMS is a Health Care company.,"95,071",http://www.edap-tms.com/,$10M to $50M,European Investment Bank,European Investment Bank,https://x.com/edaptms,https://www.linkedin.com/company/edap-tms,251-500,"€36,000,000","Jan 1, 1979"
Ambea,https://www.crunchbase.com/organization/ambea,"Aug 26, 2025","SEK984,750,000",Not Started,"Elderly, Health Care, Hospital","Solna, Stockholms Lan, Sweden","Ambea provides accommodation, support, training, and staffing services within health and social care in the Nordic countries.","112,857",http://www.ambea.com/,$1B to $10B,Polaris,Polaris,https://x.com/ambea_,https://www.linkedin.com/company/ambea/,10001+,"SEK542,000,000",1903
Pacific Green Technologies,https://www.crunchbase.com/organization/pacific-green-technologies,"Aug 26, 2025","$198,514,547",Not Started,"Environmental Consulting, Innovation Management, Renewable Energy","Dover, Delaware, United States","Pacific Green Technologies has developed a portfolio of patented, emission control technologies that remove pollutants from marine engine.","189,374",http://www.pacificgreentechnologies.com/,$10M to $50M,"National Wealth Fund, NatWest Bank, Longreach Credit Investors, Australian Philanthropic Services","Australian Philanthropic Services, Longreach Credit Investors, National Wealth Fund, NatWest Bank",https://x.com/pacificgreentec,https://www.linkedin.com/company/pacific-green-technologies-inc-pgtk-,101-250,"A$77,000,000","Jan 1, 1994"
Majedie Investments,https://www.crunchbase.com/organization/majedie-investments,"Aug 26, 2025","£15,000,000",Not Started,"Consulting, Financial Services, Venture Capital","London, England, United Kingdom",Majedie Investments is an investment trust focusing on global securities for long-term capital growth.,"217,463",https://www.majedieinvestments.com/,$10M to $50M,BNP Paribas,BNP Paribas,,https://www.linkedin.com/company/majedie-investment-trust/,11-50,"£15,000,000",1910
Sharps Technology,https://www.crunchbase.com/organization/sharps-technology,"Aug 25, 2025","$431,975,625",Not Started,"Biotechnology, Decentralized Finance (DeFi), Health Care, Medical Device, Pharmaceutical","New York, New York, United States",Sharps Technology makes single-use syringes that help prevent accidental needle sticks and make injections safer,"3,551",https://sharpstechnology.com/,Less than $1M,—,—,https://x.com/SharpsSyringe,https://www.linkedin.com/company/sharpstechnologyinc,51-100,"$400,000,000",2017
