Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
Enzo,https://www.crunchbase.com/organization/enzo-41f5,"Oct 20, 2025","€6,300,000",Not Started,"Artificial Intelligence (AI), Information Technology","Heidelberg, Baden-Wurttemberg, Germany",Enzo is a Tech startup using AI for risk management - detecting microleakages early to reduce water damage by up to 70%.,"26,792",https://www.heyenzo.com/,—,"EquityPitcher Ventures, better ventures, Silence VC, Start-up BW Innovation Fonds, Styx Urban Investments","2bX, EquityPitcher Ventures, Start-up BW Innovation Fonds",,https://www.linkedin.com/company/heyenzo/,11-50,"€4,000,000",2021
Cyclana Bio,https://www.crunchbase.com/organization/cycle-therapeutics,"Oct 20, 2025","£5,010,000",Not Started,"Biotechnology, Health Care, Women's","Cambridge, Cambridgeshire, United Kingdom",Cyclana Bio is to enhancing women's quality of life by offering a fresh approach to therapeutic research.,"26,892",https://www.cyclanabio.com/,—,"Eka Ventures, NFX, Cocoa, Wilbe Capital, Accelerate@Babraham","Accelerate@Babraham, Eka Ventures, NFX",,https://www.linkedin.com/company/cycle-therapeutics,1-10,"£5,000,000",Mar 2025
Milvus Advanced,https://www.crunchbase.com/organization/milvus-advanced,"Oct 20, 2025","$6,900,000",Not Started,"Clean Energy, GreenTech, Nanotechnology","Oxford, Oxfordshire, United Kingdom",Milvus Advanced is a chemical company that develops cutting-edge nanoalloys as substitutes for high-value metals crucial to decarbonisation.,"28,579",https://www.milvusadvanced.co.uk/,—,"Lowercarbon Capital, Hoxton Ventures, Tuesday Capital, Übermorgen Ventures, EQt Foundation",Hoxton Ventures,,https://www.linkedin.com/company/milvus-advanced/,1-10,"$6,900,000",2020
Prescribe FIT,https://www.crunchbase.com/organization/prescribe-fit,"Oct 20, 2025","$13,151,327",Not Started,"Fitness, Health Care, mHealth, SaaS, Telehealth","Columbus, Ohio, United States",Prescribe FIT is a full-service remote monitoring & lifestyle health coaching solution focused on root cause medicine built for orthopedics.,"32,643",https://www.prescribefit.com/,$1M to $10M,"Tamarind Hill, Grote Family, Mike Kaufmann, Jim Grote, Brett Kaufman",Tamarind Hill,https://x.com/prescribefit,https://www.linkedin.com/company/prescribefit/,51-100,"$1,150,000",2017
CIP Real Estate,https://www.crunchbase.com/organization/cip-real-estate,"Oct 20, 2025","$1,120,000,000",Not Started,Real Estate,"Irvine, California, United States","CIP Real Estate is a commercial real estate company offering acquisition, development, and repositioning services.","33,056",http://ciprealestate.com/,$1M to $10M,"Goldman Sachs, Wells Fargo, JP Morgan Chase, Jones Lang LaSalle, Almanac Realty Investors","Jones Lang LaSalle, Wells Fargo",,https://www.linkedin.com/company/cip-real-estate,11-50,"$820,000,000",1995
Galaxy Container Solutions,https://www.crunchbase.com/organization/galaxy-container-solutions,"Oct 20, 2025","$500,000,000",Not Started,"Commercial, Shipping, Transportation","Boston, Massachusetts, United States",Galaxy Container Solutions is a logistics company that offers marine container leasing and financial services for global shipping industry.,"33,533",https://www.glxcontainer.com/,—,Kohlberg Kravis Roberts & Co.,Kohlberg Kravis Roberts & Co.,,https://www.linkedin.com/company/galaxy-container-solutions/,11-50,"$500,000,000",2025
Varro,https://www.crunchbase.com/organization/y2x-life-sciences,"Oct 20, 2025","$27,200,000",Not Started,"Biotechnology, Health Care, Life Science, Medical","St Louis, Missouri, United States",Varro Life Sciences develops technologies to detect airborne pathogens and prevent disease transmission.,"33,893",https://varrobio.com/,—,"Advanced Research Projects Agency for Health, Kanro","Advanced Research Projects Agency for Health, Kanro",,https://www.linkedin.com/company/varrobio,11-50,"$7,200,000",2000
Nubila,https://www.crunchbase.com/organization/nubila-6a68,"Oct 20, 2025","$10,500,000",Not Started,"Decentralized Finance (DeFi), Sustainability","San Francisco, California, United States","Nubila is a pioneer in the Environmental, Social, and Governance data industry, committed to revolutionizing sustainability projects.","34,602",https://nubila.ai/,—,"IoTeX, Orange DAO, ByteTrade Lab, Cyber, Genopets","Block Space Force, IoTeX, The Boston Consulting Group, VeChain",https://x.com/nubilanetwork,https://www.linkedin.com/company/nubilanetwork,11-50,"$8,000,000",2024
Lyte Fiber,https://www.crunchbase.com/organization/lyte-fiber,"Oct 20, 2025","$199,800,000",Not Started,"Internet, Software, Telecommunications","Houston, Texas, United States","Lyte Fiber provides texas and beyond with the quickest, most dependable fiber optic internet for homes and businesses","34,738",https://www.lytefiber.com/,—,Texas Broadband Development Office,Texas Broadband Development Office,,https://www.linkedin.com/company/lyte-fiber-llc/about,11-50,"$142,000,000",2023
Ampliform,https://www.crunchbase.com/organization/ampliform,"Oct 20, 2025","$165,000,000",Not Started,"Renewable Energy, Solar","Ardmore, Pennsylvania, United States",Ampliform specializes in utility-scale solar and solar plus storage projects in the U.S.,"36,683",https://www.ampliform.com/,$1M to $10M,Copenhagen Infrastructure Partners,Copenhagen Infrastructure Partners,https://x.com/ampliform,https://www.linkedin.com/company/ampliform,11-50,"$165,000,000",2022
VerAvanti,https://www.crunchbase.com/organization/veravanti,"Oct 20, 2025","$38,000,000",Not Started,"Health Care, Medical Device","Bothell, Washington, United States","VerAvanti seeks to become the world's foremost provider of cutting-edge, single use intravascular endoscopic technologies.","38,636",http://www.veravanti.com/,$1M to $10M,—,—,https://x.com/veravanti?lang=en,https://www.linkedin.com/company/veravanti-inc/,11-50,"$5,000,000",2012
Switch,https://www.crunchbase.com/organization/switch-6,"Oct 20, 2025","$17,351,300,000",Not Started,"Data Center, Information Services, Information Technology, Infrastructure","Las Vegas, Nevada, United States",Switch is a technology infrastructure company that develops data center campuses for enterprises.,"39,070",https://www.switch.com/,$500M to $1B,—,—,https://x.com/Switch,https://www.linkedin.com/company/switch-communications-group,501-1000,"$659,000,000",2000
Aqua Metals,https://www.crunchbase.com/organization/aqua-metals,"Oct 20, 2025","$42,550,000",Not Started,"Environmental Consulting, GreenTech, Recycling","Mccarr, Kentucky, United States","Aqua Metals engages in the business of recycling lead through a novel, proprietary, and patent-pending process.","40,298",http://www.aquametals.com/,Less than $1M,Liquid Ventures,—,https://x.com/aquametalsinc,https://www.linkedin.com/company/aqua-metals-limited,51-100,"$13,000,000",2013
inSomaBio,https://www.crunchbase.com/organization/insomabio,"Oct 20, 2025","$8,038,113",Not Started,"Biopharma, Biotechnology, Life Science","Durham, North Carolina, United States",InSoma Bio integrates biology and materials science to solve problems in tissue engineering and regenerative medicine.,"40,929",https://www.insomabio.com/,$1M to $10M,"Y Combinator, National Science Foundation, Asymmetry Ventures, North Carolina Biotechnology Center, CAV Angels","CAV Angels, Duke Angel Network, National Science Foundation, North Carolina Biotechnology Center, One North Carolina Small Business Program",,https://www.linkedin.com/company/insomabio,11-50,"$2,689,372",2018
Rémy Cointreau,https://www.crunchbase.com/organization/remy-cointreau,"Oct 20, 2025","€660,000,000",Not Started,"Consulting, Manufacturing, Wine And Spirits","Paris, Ile-de-France, France",Rémy Cointreau is a manufacturing firm that operates in the global Wine & Spirits.,"45,890",https://www.remy-cointreau.com/en/,$1B to $10B,"Deutsche Bank, BNP Paribas, Societe Generale, Natixis, Credit Agricole CIB",—,https://x.com/remycointreauir,https://www.linkedin.com/company/remy-cointreau_2,1001-5000,"€200,000,000",1990
Generate Upcycle,https://www.crunchbase.com/organization/generate-upcycle,"Oct 20, 2025","CA$60,000,000",Not Started,"Recycling, Sustainability, Waste Management","New York, New York, United States","Generate Upcycle is a waste management company that processes and recycles food waste, compost, and wastewater.","46,611",http://generateupcycle.com/,$1M to $10M,Fiera Private Debt,Fiera Private Debt,,https://www.linkedin.com/company/generateupcycle,101-250,"CA$60,000,000",—
TDC NET,https://www.crunchbase.com/organization/tdc-net,"Oct 20, 2025","€500,000,000",Not Started,—,"Copenhagen, Hovedstaden, Denmark",We connect more than one million households and businesses to lightning fast fibre-optic broadband.,"47,737",https://tdcnet.com/,$500M to $1B,—,—,,https://www.linkedin.com/company/tdcnet/,1001-5000,"€500,000,000",—
Lisaqua,https://www.crunchbase.com/organization/lisaqua,"Oct 20, 2025","€15,300,000",Not Started,"Agriculture, Aquaculture, Farming","Nantes, Pays de la Loire, France",Lisaqua is developing an aquaculture system to grow prawns without antibiotics and with low environmental impact.,"52,125",https://www.lisaqua.com/,$1M to $10M,"Bpifrance, Noshaq, Crédit Mutuel Impact, CIC Ouest, Le Gouessant","Bpifrance, Crédit Mutuel Impact",https://x.com/_lisaqua,https://www.linkedin.com/company/lisaqua/,11-50,"€9,000,000",2018
Farmers & Merchants Bank,https://www.crunchbase.com/organization/farmers-merchants-bank-bcfc,"Oct 20, 2025","$200,000,000",Not Started,"Banking, Financial Services, Lending","Timberville, Virginia, United States",Farmers & Merchants Bank is a financial company that offers business and individual banking services.,"56,281",https://www.fmb.com/,$100M to $500M,—,—,,https://www.linkedin.com/company/farmers&merchants-bank-of-long-beach/,501-1000,"$200,000,000","Apr 15, 1908"
OrbitalRx,https://www.crunchbase.com/organization/orbitalrx,"Oct 20, 2025","$7,481,289",Not Started,"Analytics, Health Care, Industrial Automation, Information Technology","Winston Salem, North Carolina, United States",OrbitalRx provides a comprehensive data-unifying platform built to true hospital pharmacy workflows.,"60,489",http://www.orbitalrx.com/,$1M to $10M,"Excelerate Health Ventures, Triangle Angel Partners, The Launch Place, Alerion Ventures","Excelerate Health Ventures, The Launch Place",https://x.com/orbitalrx,https://www.linkedin.com/company/orbitalrx,11-50,"$1,224,329",2017
Union Property Services,https://www.crunchbase.com/organization/union-property-services,"Oct 20, 2025","£22,000,000",Not Started,"Commercial, Property Development, Property Management","Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",Union Property Services is a property development and property management company.,"74,275",https://www.union-property.co.uk/,$1M to $10M,Paragon Banking Group,Paragon Banking Group,,https://www.linkedin.com/company/unionpropertyservices,11-50,"£22,000,000","Mar 3, 2014"
Flipside Crypto,https://www.crunchbase.com/organization/flipside-crypto,"Oct 20, 2025","$65,138,991",Not Started,"Analytics, Blockchain, Cryptocurrency, Software","Boston, Massachusetts, United States",Flipside Crypto provides analytics and business intelligence to crypto organizations.,"85,157",https://flipsidecrypto.xyz/,$1M to $10M,"Gaingels, Tribe Capital, CMT Digital, Coinbase Ventures, Collaborative Fund","Coinbase Ventures, Digital Currency Group, Galaxy Investment Partners, Republic capital, True Ventures",https://x.com/flipsidecrypto,https://www.linkedin.com/company/flipside-crypto/,51-100,"$3,638,991",2017
Greenlane,https://www.crunchbase.com/organization/greenlane,"Oct 20, 2025","$173,400,000",Not Started,"Cannabis, Consumer, Consumer Goods, Lifestyle, Manufacturing","Boca Raton, Florida, United States","Greenlane is a distributor of premium cannabis accessories, packaging, vape solutions, and lifestyle products.","91,597",https://gnln.com/,$1M to $10M,"Kraken, Blockchain.com, dao5, Polychain, CitizenX",Polychain,https://x.com/gnlnwholesale,https://www.linkedin.com/company/greenlane-inc,101-250,"$110,000,000",2005
South Banks,https://www.crunchbase.com/organization/south-banks,"Oct 20, 2025","$53,000,000",Not Started,—,"Knoxville, Tennessee, United States",South Banks offers 1 and 2 bedroom apartments designed with modern style and everyday comfort in mind.,"101,013",https://www.southbanksknox.com/,—,Dwight Capital,Dwight Capital,,,—,"$53,000,000",Aug 2023
Kartoon Studios,https://www.crunchbase.com/organization/genius-brands-international,"Oct 20, 2025","$92,500,000",Not Started,"Broadcasting, Media and Entertainment, Video Streaming","Beverly Hills, California, United States",Kartoon Studios is a publicly-traded global brand management company that creates and licenses multimedia content for toddlers to tweens.,"103,907",http://www.gnusbrands.com/,$10M to $50M,32 Ventures,32 Ventures,https://x.com/gnusbrands,https://www.linkedin.com/company/genius-brands-international-inc-gnus-,51-100,"$7,300,000",2006
Oak View National Bank,https://www.crunchbase.com/organization/oak-view-national-bank,"Oct 20, 2025","$10,000,000",Not Started,"Banking, Finance, Financial Services","Warrenton, Virginia, United States",Oak View National Bank is a community bank that provides banking and financial services to its customers.,"196,661",https://www.oakviewbank.com/,$10M to $50M,—,—,https://x.com/OakViewBank,https://www.linkedin.com/company/oak-view-national-bank,51-100,"$10,000,000","Jan 1, 2007"
Lit Protocol,https://www.crunchbase.com/organization/lit-protocol,"Oct 19, 2025","$15,200,000",Not Started,"Blockchain, Content, Software","San Francisco, California, United States",Lit Protocol is decentralized access control infrastructure designed to bring more utility to the web.,"27,274",https://litprotocol.com/,$10M to $50M,"Tribe Capital, CMT Digital, Slow Ventures, Kleiner Perkins, Figment","1kx, Collab+Currency",https://x.com/litprotocol,https://www.linkedin.com/company/lit-protocol/,11-50,—,2021
The Cooper Companies,https://www.crunchbase.com/organization/the-cooper-companies-inc,"Oct 19, 2025","$1,500,000,000",Not Started,"Health Care, Manufacturing, Medical Device","San Ramon, California, United States",The Cooper Companies is a medical device company.,"48,821",http://www.coopercos.com/,$1B to $10B,JANA Partners,JANA Partners,,https://www.linkedin.com/company/85738,10001+,—,1958
Magic Leap,https://www.crunchbase.com/organization/magic-leap,"Oct 18, 2025","$4,273,500,000",Not Started,"Augmented Reality, Computer Vision, Consumer Electronics, Generative AI, Video, Wearables","Plantation, Florida, United States",Magic Leap is a proprietary wearable technology that enables users to interact with digital devices in a completely visually cinematic way.,"26,939",http://magicleap.com/,$100M to $500M,"Andreessen Horowitz, Wellington Management, Temasek Holdings, Kleiner Perkins, Obvious Ventures","Alibaba Group, AT&T, Google, NTT DoCoMo, Public Investment Fund, Temasek Holdings",https://x.com/magicleap,http://www.linkedin.com/company/magic-leap-inc-,1001-5000,"$205,000,000",2010
NEP Group,https://www.crunchbase.com/organization/nep-group,"Oct 17, 2025","$700,000,000",Not Started,"Audio/Visual Equipment, Broadcasting, Events, Media and Entertainment, TV Production, Video Streaming","Pittsburgh, Pennsylvania, United States",NEP Group is the provider of outsourced teleproduction services critical to the delivery of live sports and entertainment events.,"4,013",https://www.nepgroup.com/,—,"The Carlyle Group, Pamlico Capital, 26North",26North,https://x.com/nepbroadcasting,https://www.linkedin.com/company/nep-group-inc/,5001-10000,"$700,000,000",1984
Rani Therapeutics,https://www.crunchbase.com/organization/rani-therapeutics,"Oct 17, 2025","$329,800,000",Not Started,"Biotechnology, Pharmaceutical, Therapeutics","San Jose, California, United States",Rani is a clinical-stage biotherapeutics company that enables the development of orally administered biologics to improve patient outcomes.,"4,716",https://www.ranitherapeutics.com/,$1M to $10M,"RA Capital Management, Samsara BioCapital, AstraZeneca, Novartis, Google Ventures","Bossa Ventures, GeneScience Pharmaceuticals, Google Ventures, Incube Ventures, Samsara BioCapital, Shire",,https://www.linkedin.com/company/rani-therapeutics-llc/,101-250,"$60,300,000",2012
DataBank,https://www.crunchbase.com/organization/databank,"Oct 17, 2025","$8,574,000,000",Not Started,"Consulting, Information Technology, Risk Management","Dallas, Texas, United States",DataBank is an information management and security company offering customized technology solutions to businesses.,"5,058",http://www.databank.com/,—,"Northleaf Capital Partners, TJC, DigitalBridge, Ardian, TD Securities","AustralianSuper, TD Securities, TJC",https://x.com/databank_ltd,http://www.linkedin.com/company/databank,501-1000,"$875,000,000",2013
Tempo,https://www.crunchbase.com/organization/tempo-24b7,"Oct 17, 2025","$500,000,000",Not Started,"Blockchain, Cryptocurrency, Payments","San Francisco, California, United States",Tempo is a Layer-1 blockchain specifically designed for payments incubated by Stripe and Paradigm.,"6,606",https://tempo.xyz/,—,"Sequoia Capital, Thrive Capital, SV Angel, Ribbit Capital, Greenoaks","Greenoaks, Thrive Capital",https://x.com/tempo,https://www.linkedin.com/company/tempo,11-50,"$500,000,000",Sep 2025
Numerai,https://www.crunchbase.com/organization/numerai,"Oct 17, 2025","$61,500,000",Not Started,"Artificial Intelligence (AI), Financial Services, FinTech, Hedge Funds, Machine Learning, Predictive Analytics","San Francisco, California, United States",Numerai transforms and regularizes financial data into machine learning problems for global network of data scientists.,"7,497",https://numer.ai/,—,"Paradigm, Union Square Ventures, FJ Labs, First Round Capital, Playfair Capital","Howard Morgan, Paradigm, Placeholder, Union Square Ventures",https://x.com/numerai,https://www.linkedin.com/company/numerai/,11-50,"$30,000,000","Oct 5, 2015"
Dialogue AI,https://www.crunchbase.com/organization/dialogue-ai,"Oct 17, 2025","$6,000,000",Not Started,"Artificial Intelligence (AI), Consumer Research, Market Research, Product Research, SaaS","Los Angeles, California, United States",Dialogue AI is a research platform that uses AI agents to conduct and analyze customer interviews at scale.,"11,128",https://dialogueai.com/,—,"Lightspeed Venture Partners, Seven Stars, Parable VC, The Tornante Company, Uncommon Projects",Lightspeed Venture Partners,https://x.com/trydialogueai,https://linkedin.com/company/trydialogueai,1-10,"$6,000,000",Jul 2025
Median Technologies,https://www.crunchbase.com/organization/median-technologies,"Oct 17, 2025","€204,177,000",Not Started,"Clinical Trials, Health Care, Oncology, Pharmaceutical","Valbonne, Provence-Alpes-Cote d'Azur, France","MEDIAN Technologies develops medical imaging software and services dedicated to oncology clinical trials, screening, and clinical practice.","11,986",http://www.mediantechnologies.com/,$10M to $50M,"European Investment Bank, New Enterprise Associates, Omega Funds, Abingworth, Idinvest Partners","Abingworth, Auriga Partners, European Investment Bank, Idinvest Partners, IRIS Capital Investment, New Enterprise Associates",https://x.com/MEDIANTechno,https://www.linkedin.com/company/median-technologies,101-250,"€19,000,000",2002
Sage Care,https://www.crunchbase.com/organization/sage-care-f913,"Oct 17, 2025","$20,000,000",Not Started,"Artificial Intelligence (AI), Health Care, Hospital, Medical","Palo Alto, California, United States","Sage Care uses AI to automate patient triage, optimize doctor-patient matching, and improve appointment efficiency.","14,427",https://www.sage.care/,—,"General Catalyst, Yosemite, SV Angel, Liquid 2 Ventures, Seven Stars",Yosemite,,https://www.linkedin.com/company/sage-care-company/,1-10,"$20,000,000",—
Instylla,https://www.crunchbase.com/organization/instylla,"Oct 17, 2025","$85,209,014",Not Started,"Biotechnology, Commercial, Medical Device","Waltham, Massachusetts, United States",Instylla is a medical equipment supplier that provides liquid embolics of the next generation for interventional radiology.,"15,312",http://www.instylla.com/,$1M to $10M,"Ascension Ventures, Delos Capital, Catalyst Health Ventures, Excelestar Ventures, Sparta Group","Catalyst Health Ventures, Delos Capital, Excelestar Ventures",,https://www.linkedin.com/company/instylla,11-50,"$21,734,014",2017
GlobalComix,https://www.crunchbase.com/organization/globalcomix,"Oct 17, 2025","$6,687,500",Not Started,"Comics, Content Creators, Publishing","New York, New York, United States",GlobalComix is a free digital reading and distribution platform that helps creators and publishers share and sell their comics.,"20,560",http://globalcomix.com/,$1M to $10M,"Point72 Ventures, Endeavor, LEAD",Point72 Ventures,https://x.com/globalcomix,https://www.linkedin.com/company/globalcomix,11-50,—,"Jan 1, 2017"
Fourier Health,https://www.crunchbase.com/organization/fourier-health,"Oct 17, 2025","$8,400,000",Not Started,"Artificial Intelligence (AI), Electronic Health Record (EHR), Health Care, Software","New York, New York, United States",Fourier Health streamlines clinical data using AI-driven summaries and clinician-in-the-loop systems to reduce workload.,"20,667",https://fourierhealth.com/,—,"Yosemite, Tau Ventures, Innospark Ventures, NextGen Venture Partners, Myelin VC",Yosemite,,https://www.linkedin.com/company/fourierhealth,1-10,"$8,400,000",Sep 2023
Animol Discovery,https://www.crunchbase.com/organization/animol-discovery,"Oct 17, 2025","$74,649,999",Not Started,"Biopharma, Biotechnology, Wellness","Boston, Massachusetts, United States",Animol Discovery is a biopharmaceutical company focused on identifying and developing next- generation antiparasitics and therapeutics.,"30,220",https://www.animol-discovery.com/,$1M to $10M,"Novalis LifeSciences, Anterra Capital, Finistere Ventures, Endeavor8","Anterra Capital, Novalis LifeSciences",,https://www.linkedin.com/company/animol/,11-50,"$12,000,000",2019
Commercial Credit Group Inc.,https://www.crunchbase.com/organization/commercial-credit-group-inc,"Oct 17, 2025","$1,085,940,000",Not Started,"3D Printing, Financial Services, Leasing, Logistics, Manufacturing, Real Estate","Charlotte, Texas, United States",Commercial Credit Group Inc. is a commercial equipment finance company based in North Carolina.,"31,748",http://commercialcreditgroup.com/,—,"Lovell Minnick Partners, Falfurrias Capital Partners",—,,https://www.linkedin.com/company/commercial-credit-group-inc-/,101-250,"$513,770,000",2004
LuxCreo Inc.,https://www.crunchbase.com/organization/luxcreo,"Oct 17, 2025","$37,442,027",Not Started,"3D Printing, Commercial, Dental, Manufacturing","Belmont, California, United States","LuxCreo invented the first full-stack, FDA Class II 510(k) cleared additive platform to transform the dental clear aligner industry.","33,320",http://www.luxcreo.com/,$1M to $10M,"Kleiner Perkins, Northern Light Venture Capital, Shunwei Capital, Fosun International, Angelalign","Angelalign, Kleiner Perkins, Shunwei Capital",,https://www.linkedin.com/company/luxcreo/,51-100,—,2017
Metaloop,https://www.crunchbase.com/organization/metaloop,"Oct 17, 2025","€18,800,000",Not Started,"Industrial, Logistics, Recycling","Graz, Steiermark, Austria",Metaloop is a scrap trading company that helps businesses from the metal recycling industry to boost revenue without scaling.,"33,450",https://www.metaloop.com/,$10M to $50M,"FirstMark, FJ Labs, Statkraft Ventures, Silence VC","FirstMark, Statkraft Ventures",,https://www.linkedin.com/company/metaloop/,51-100,—,2019
Eleving Group,https://www.crunchbase.com/organization/eleving-group,"Oct 17, 2025","€308,300,000",Not Started,"Auto Insurance, Automotive, Finance, Financial Services","Riga, Riga, Latvia",About Eleving Group is an international and fast-growing Financial Technology company with a vast reach across the globe.,"34,582",https://eleving.com/,$100M to $500M,"Accession Capital Partners, ACP Credit",ACP Credit,,https://www.linkedin.com/company/eleving-group/,1001-5000,"€275,000,000",2011
Arevo,https://www.crunchbase.com/organization/arevo,"Oct 17, 2025","€13,900,000",Not Started,"Agriculture, Farming","Umeå, Vasterbottens Lan, Sweden",Arevo offers liquid and granular amino acid fertilizer technologies for faster and better plant establishment.,"39,273",https://www.arevo.se/en/,$1M to $10M,"Stora Enso, Industrifonden, Navigare Ventures, Fort Knox, The Kempes Foundations",Industrifonden,,https://www.linkedin.com/company/arevo-ab,11-50,"€7,300,000",2015
Julaya,https://www.crunchbase.com/organization/julaya,"Oct 17, 2025","$9,806,029",Not Started,"Financial Services, FinTech, Mobile Payments","Paris, Ile-de-France, France",Julaya is a fintech providing African businesses with a digital account to make payments and borrow.,"44,905",https://julaya.co/,$1M to $10M,"Speedinvest, Kibo Ventures, Unpopular Ventures, onafriq, Orange Ventures","CDC-CI Capital, Orange Ventures, Saviu Ventures, Speedinvest",https://x.com/JulayaMoney,https://www.linkedin.com/company/julaya,101-250,"F CFA800,000,000","Mar 20, 2018"
Ludvik Electric,https://www.crunchbase.com/organization/ludvik-electric-co,"Oct 17, 2025","$60,000,000",Not Started,"Consumer Electronics, Electronics, Manufacturing","Lakewood, Colorado, United States",Ludvik Electrical is a group skilled in electrical installation on a commercial level.,"67,211",http://www.ludvik.com/,$50M to $100M,—,—,,https://www.linkedin.com/company/ludvik-electric-co-,251-500,"$60,000,000",1980
electroCore,https://www.crunchbase.com/organization/electrocore,"Oct 17, 2025","$167,118,378",Not Started,"Health Care, Medical Device, Therapeutics","Rockaway, New Jersey, United States",ElectroCore develops neuromodulation therapies for the non-invasive treatment of diseases and disorders.,"75,327",http://www.electrocore.com/,$10M to $50M,"Avenue Capital Group, Merck Global Health Innovation Fund, Core Ventures, Easton Capital, The Vinik Family Foundation","Avenue Capital Group, Merck Global Health Innovation Fund",https://x.com/electroCoreVNS,https://www.linkedin.com/company/electrocorellc,51-100,"$1,856,000",2005
nPlan,https://www.crunchbase.com/organization/nplan,"Oct 17, 2025","$38,381,126",Not Started,"Artificial Intelligence (AI), Construction, Machine Learning, Project Management, Scheduling","London, England, United Kingdom","Artificial Intelligence to provide schedule certainty for projects, by highlighting risk and suggesting optimal execution paths.","75,772",http://www.nplan.io/,$1M to $10M,"LocalGlobe, Entrepreneurs First, Founder Collective, Google Ventures, Google for Startups","CapHorn Invest, Google for Startups, Google Ventures, LocalGlobe, Pentech Ventures",https://x.com/nplanhq,https://www.linkedin.com/company/nplan,51-100,"$16,000,000","Nov 2, 2017"
Friendship Bridge,https://www.crunchbase.com/organization/friendship-bridge,"Oct 17, 2025","$10,190,000",Not Started,"Charity, Social, Women's","Lakewood, Colorado, United States",Friendship Bridge operates as a nonprofit social enterprise creating opportunities that empower women to build a better life.,"80,638",https://www.friendshipbridge.org/,$10M to $50M,—,—,https://x.com/friend_bridge,https://www.linkedin.com/company/friendship-bridge,51-100,"$2,900,000",1990
Heartwood Biomass,https://www.crunchbase.com/organization/heartwood-biomass,"Oct 17, 2025","$6,456,717",Not Started,"AgTech, Clean Energy, Energy, Forestry, Sustainability, Wood Processing","Wallowa, Oregon, United States","Heartwood Biomass is a supplier of firewood, agricultural posts, poles, and wood chips.","87,963",https://www.heartwoodbiomass.com/,$1M to $10M,—,—,,https://www.linkedin.com/company/heartwood-biomass,1-10,"$2,201,917",2009
Rise Gold,https://www.crunchbase.com/organization/rise-gold,"Oct 17, 2025","$11,000,000",Not Started,"Mineral, Mining, Natural Resources","Grass Valley, California, United States",Rise Gold operates as an exploration-stage mining company that produces gold.,"96,702",https://www.risegoldcorp.com/,—,"Abdiel Capital, Equinox Partners, Myrmikan Capital","Abdiel Capital, Equinox Partners",https://x.com/risegoldcorp,https://www.linkedin.com/company/rise-gold-corp/,1-10,"$7,000,000",2007
Koc Holding,https://www.crunchbase.com/organization/koc-holding,"Oct 17, 2025","$600,000,000",Not Started,"Energy, Financial Services, Logistics","Istanbul, Istanbul, Turkey","The Koç family, one of Turkey's wealthiest families, controls the company with its headquarters in Nakkaştepe, Istanbul.","120,322",http://www.koc.com.tr/,$10B+,"Bank of America, Societe Generale, Standard Chartered Bank, JP Morgan Chase, MUFG Bank","Bank of America, BNP Paribas Fortis, Societe Generale",https://x.com/kocholding,https://www.linkedin.com/company/koc-holding,10001+,"$600,000,000","Mar 31, 1926"
AB Science,https://www.crunchbase.com/organization/ab-science,"Oct 17, 2025","$56,333,697",Not Started,"Biotechnology, Life Science, Pharmaceutical","Paris, Ile-de-France, France",AB Science is a pharmaceutical company specializing in drugs use tyrosine kinase inhibitors.,"133,803",http://www.ab-science.com/,$1M to $10M,European Investment Bank,European Investment Bank,https://x.com/abscience_us,https://www.linkedin.com/company/ab-science,51-100,"€2,800,000",2001
Xbrane Bioscience,https://www.crunchbase.com/organization/xbrane-bioscience,"Oct 17, 2025","SEK80,000,000",Not Started,"Biotechnology, Medical, Pharmaceutical","Stockholm, Stockholms Lan, Sweden",Xbrane Bioscience develops novel technologies for bacterial protein expression.,"182,796",http://xbrane.com/,$1M to $10M,"Fenja Capital, Systematic Group","Fenja Capital, Systematic Group",https://x.com/xbranebiopharma,https://www.linkedin.com/company/xbrane-bioscience-ab,51-100,"SEK60,000,000",2008
Ferrellgas,https://www.crunchbase.com/organization/ferrellgas,"Oct 17, 2025","$650,000,000",Not Started,"Agriculture, Energy, Oil and Gas, Transportation","Overland Park, Kansas, United States","For more than 70 years, Americans have relied on Ferrellgas for their home, business, agricultural, and fleet propane needs.","188,443",http://ferrellgas.com/,$1B to $10B,—,—,https://x.com/Ferrellgas,http://www.linkedin.com/company/16710,5001-10000,"$650,000,000",1939
Work 'n Gear,https://www.crunchbase.com/organization/work-n-gear,"Oct 17, 2025","$11,000,000",Not Started,"Apparel, E-Commerce, Fashion, Health Care, Retail Technology","Weymouth, Massachusetts, United States","Work 'N Gear, LLC operates a chain of retail stores selling work apparel, footwear, and healthcare apparel in the United States.","391,694",http://www.workngear.com/,$50M to $100M,"Salus Capital Partners, Black Feather Capital","Black Feather Capital, Salus Capital Partners",https://x.com/workngear,https://www.linkedin.com/company/work-'n-gear,251-500,—,2002
